Bank,Specialisation,Country,Year,Loans,Assets,Exposure_app,Exposure_pepp,GovSec,GovSec_over_A,Loans_G,Loans_G_H,L_over_A,L_over_A_G,L_over_A_G_H,ROA,Deposits_over_A,Equity_over_A,treat_50,treat_75,treat_50_pepp,treat_75_pepp,app_dummy,pepp_dummy
VOLKSBANK MAIN-TAUBER EG,Cooperative bank,DE,2014,906920,1754406,2.456500947,1.843632749,43097,2.456500947,4.903602644,3.295339872,51.69384966,-0.554910109,-0.710551565,0.164329123,68.68757859,7.719592842,0,0,0,0,0,0
VOLKSBANK MAIN-TAUBER EG,Cooperative bank,DE,2015,994721,1674490,2.456500947,1.843632749,50998,3.045584029,9.240805247,6.252383338,59.40441567,7.710566017,9.472898632,0.199702596,77.06788336,8.709218926,0,0,0,0,1,0
VOLKSBANK MAIN-TAUBER EG,Cooperative bank,DE,2016,1104750,1827749,2.456500947,1.843632749,49863,2.728109823,10.49120482,7.111969781,60.4432009,1.038785226,1.159021979,0.162659096,74.52511258,9.63627938,0,0,0,0,1,0
VOLKSBANK MAIN-TAUBER EG,Cooperative bank,DE,2017,1196439,1934587,2.456500947,1.843632749,50085,2.588924665,7.973058001,5.384065892,61.84467279,1.401471892,1.533917419,0.1427178,72.65437016,9.592279903,0,0,0,0,1,0
VOLKSBANK MAIN-TAUBER EG,Cooperative bank,DE,2018,1281484,2049423,2.456500947,1.843632749,50085,2.443858588,6.866913634,4.629102957,62.52901426,0.684341473,0.734988187,0.121400023,73.41729843,9.495111551,0,0,0,0,1,0
VOLKSBANK MAIN-TAUBER EG,Cooperative bank,DE,2019,1382446,2174023,2.456500947,1.843632749,40081,1.843632749,7.58356126,5.117941995,63.58929965,1.060285389,1.124092665,0.110210426,71.37343993,9.288218202,0,0,0,0,0,0
VOLKSBANK MAIN-TAUBER EG,Cooperative bank,DE,2020,1727722,2698352,2.456500947,1.843632749,50103,1.856800002,22.29493838,15.37082865,64.02878498,0.439485324,0.459694928,0.102432892,70.2132635,9.081913701,0,0,0,0,0,1
VOLKSBANK MITTELHESSEN EG,Cooperative bank,DE,2012,3717581,6378210,4.631189286,0.011956687,30074,0.4715116,6.116258261,4.118201762,58.28564754,-0.134777217,-0.153919846,0.247122625,80.09334907,8.042397475,1,0,0,0,0,0
VOLKSBANK MITTELHESSEN EG,Cooperative bank,DE,2013,3804668,6508554,4.631189286,0.011956687,49876,0.766314607,2.315554594,1.549614185,58.45642519,0.17077765,0.195143546,0.405604686,81.78228221,5.761341152,1,0,0,0,0,0
VOLKSBANK MITTELHESSEN EG,Cooperative bank,DE,2014,3858905,6662198,4.631189286,0.011956687,308539,4.631189286,1.415473058,0.945864322,57.92240038,-0.534024806,-0.610889169,0.277686133,81.71231176,5.83802823,1,0,0,0,0,0
VOLKSBANK MITTELHESSEN EG,Cooperative bank,DE,2015,4079233,6760048,4.631189286,0.011956687,368172,5.446292689,5.552551607,3.735308924,60.34325496,2.420854574,2.748034836,0.424390478,78.18234427,6.106110489,1,0,0,0,1,0
VOLKSBANK MITTELHESSEN EG,Cooperative bank,DE,2016,4257027,6863576,4.631189286,0.011956687,368755,5.372636655,4.266204877,2.864066695,62.02345541,1.680200452,1.839199574,0.442262168,79.84179093,10.26089024,1,0,0,0,1,0
VOLKSBANK MITTELHESSEN EG,Cooperative bank,DE,2017,4551552,7135166,4.631189286,0.011956687,383239,5.371129417,6.689724438,4.508401677,63.79041497,1.766959556,1.881372138,0.438700375,79.4933853,10.57704894,1,0,0,0,1,0
VOLKSBANK MITTELHESSEN EG,Cooperative bank,DE,2018,4931674,8053571,4.631189286,0.011956687,40326,0.500721978,8.021021047,5.416858037,61.23586667,-2.554548294,-2.705850001,0.216425732,80.5848983,9.970396983,1,0,0,0,1,0
VOLKSBANK MITTELHESSEN EG,Cooperative bank,DE,2019,5102707,8288249,4.631189286,0.011956687,991,0.011956687,3.409269906,2.285612341,61.56556107,0.3296944,0.358290857,0.276705007,80.87266683,10.13302086,1,0,0,0,0,0
VOLKSBANK MITTELHESSEN EG,Cooperative bank,DE,2020,5657669,9185688,4.631189286,0.011956687,991,0.010788522,10.32407867,6.996899657,61.59221824,0.026657169,0.028861722,0.354137872,79.31550691,9.602296529,1,0,0,0,0,1
VOLKSBANK MITTLERER NECKAR EG,Cooperative bank,DE,2012,1086637.507,1656559.788,3.990112476,2.379540298,95751.149959999995,5.780120382,4.260853655,2.860449619,65.5960331,-0.883702998,-0.890131952,0.269985805,72.98829964,6.853456779,1,0,0,0,0,0
VOLKSBANK MITTLERER NECKAR EG,Cooperative bank,DE,2013,1152625,1672340,3.990112476,2.379540298,82158,4.912756975,5.895387744,3.968098413,68.92288649,3.326853391,3.324942335,0.267290144,73.06391045,8.945788536,1,0,0,0,0,0
VOLKSBANK MITTLERER NECKAR EG,Cooperative bank,DE,2014,1174072,1703561,3.990112476,2.379540298,67974,3.990112476,1.843609844,1.232826395,68.91869443,-0.004192065,-0.004054919,0.262685046,71.85225536,9.135628252,1,0,0,0,0,0
VOLKSBANK MITTLERER NECKAR EG,Cooperative bank,DE,2015,1232956,1816889,3.990112476,2.379540298,79083,4.352659959,4.893648991,3.288598475,67.86083244,-1.057861984,-1.02855725,0.252849789,72.33920179,9.164456387,1,0,0,0,1,0
VOLKSBANK MITTLERER NECKAR EG,Cooperative bank,DE,2016,1252782,1869488,3.990112476,2.379540298,68780,3.679082187,1.595214011,1.066288326,67.01203752,-0.848794924,-0.837349601,0.220488176,75.53720591,9.2622686,1,0,0,0,1,0
VOLKSBANK MITTLERER NECKAR EG,Cooperative bank,DE,2017,1275228,1908348,3.990112476,2.379540298,77275,4.049313857,1.775830782,1.187370265,66.82366109,-0.188376427,-0.18758133,0.216417551,77.28784268,9.450110776,1,0,0,0,1,0
VOLKSBANK MITTLERER NECKAR EG,Cooperative bank,DE,2018,1334705,2053093,3.990112476,2.379540298,70486,3.433161576,4.55853075,3.061752138,65.00947595,-1.814185146,-1.826451613,0.196630158,77.43823587,9.126717591,1,0,0,0,1,0
VOLKSBANK MITTLERER NECKAR EG,Cooperative bank,DE,2019,2671548,3921934,3.990112476,2.379540298,93324,2.379540298,69.3947786,50.06004541,68.11812743,3.108651487,3.137879591,0.182766972,77.61777735,9.801108331,1,0,0,0,0,0
VOLKSBANK MITTLERER NECKAR EG,Cooperative bank,DE,2020,2835925,4234190,3.990112476,2.379540298,68088,1.608052544,5.971008293,4.019478615,66.97680076,-1.141326676,-1.123280857,0.161919989,76.55865703,9.438145194,1,0,0,0,0,1
VOLKSBANK MUNSTERLAND NORD EG,Cooperative bank,DE,2012,787919,1179927,2.84800957,2.15986518,42155,3.572678649,8.285129338,5.597511502,66.77692773,2.458331317,2.51602219,0.303917107,77.36580314,8.857073361,0,0,0,0,0,0
VOLKSBANK MUNSTERLAND NORD EG,Cooperative bank,DE,2013,1661904,2315631,2.84800957,2.15986518,63471,2.740980752,74.63239193,53.98731585,71.76894764,4.992019918,4.862606435,0.138191275,74.03839385,7.906052389,0,0,0,0,0,0
VOLKSBANK MUNSTERLAND NORD EG,Cooperative bank,DE,2014,1745938,2471024,2.84800957,2.15986518,70375,2.84800957,4.932801402,3.315116773,70.65645659,-1.112491049,-1.038767866,0.232130485,73.61474433,7.907855205,0,0,0,0,0,0
VOLKSBANK MUNSTERLAND NORD EG,Cooperative bank,DE,2015,1823877,2569014,2.84800957,2.15986518,71051,2.765691429,4.367250812,2.932378536,70.99521451,0.338757912,0.319119118,0.199298252,73.40882533,7.949314406,0,0,0,0,1,0
VOLKSBANK MUNSTERLAND NORD EG,Cooperative bank,DE,2016,1920596,2722067,2.84800957,2.15986518,53771,1.975373861,5.167109937,3.473883646,70.55652928,-0.438685222,-0.412788991,0.202089074,70.94303704,8.225954762,0,0,0,0,1,0
VOLKSBANK MUNSTERLAND NORD EG,Cooperative bank,DE,2017,2126332,2917087,2.84800957,2.15986518,42003,1.439895348,10.1762875,6.895188021,72.89230661,2.335777321,2.182914732,0.18292221,71.35354551,8.29584445,0,0,0,0,1,0
VOLKSBANK MUNSTERLAND NORD EG,Cooperative bank,DE,2018,2218591,3052962,2.84800957,2.15986518,51493,1.686657089,4.247388017,2.851348,72.67011512,-0.222191485,-0.203421081,0.177991079,71.81216144,8.409406996,0,0,0,0,1,0
VOLKSBANK MUNSTERLAND NORD EG,Cooperative bank,DE,2019,4576632,6667268,2.84800957,2.15986518,144004,2.15986518,72.40910467,52.3206048,68.64328838,-4.026826746,-3.763679345,0.162645329,72.07083921,8.734312165,0,0,0,0,0,0
VOLKSBANK MUNSTERLAND NORD EG,Cooperative bank,DE,2020,4664307,6935507,2.84800957,2.15986518,144620,2.085211651,1.897591378,1.26903636,67.25257433,-1.39071405,-1.3598512,0.091932717,73.66593387,8.568097473,0,0,0,0,0,1
VOLKSBANK NECKARTAL EG,Cooperative bank,DE,2012,912413.786,1651487.834,1.274713913,0.787328362,17337.569729999999,1.049815165,4.59700665,3.087784961,55.24798714,-0.463760209,-0.556496174,0.195457246,78.89941331,7.427226563,0,0,0,0,0,0
VOLKSBANK NECKARTAL EG,Cooperative bank,DE,2013,970049,1720423,1.274713913,0.787328362,17338,1.007775413,6.12529858,4.124347715,56.38433106,1.136343927,1.361867027,0.189604533,80.78763188,7.838595508,0,0,0,0,0,0
VOLKSBANK NECKARTAL EG,Cooperative bank,DE,2014,999036,1779615,1.274713913,0.787328362,22685,1.274713913,2.944422835,1.972485773,56.13776013,-0.246570929,-0.29196158,0.188186771,80.3655285,8.549770596,0,0,0,0,0,0
VOLKSBANK NECKARTAL EG,Cooperative bank,DE,2015,1047649,1821080,1.274713913,0.787328362,19472,1.069255607,4.751307108,3.192216227,57.52899378,1.39123365,1.63862976,0.178795001,80.04211786,9.294539504,0,0,0,0,1,0
VOLKSBANK NECKARTAL EG,Cooperative bank,DE,2016,1139447,1911214,1.274713913,0.787328362,12359,0.646657046,8.399445086,5.675748784,59.61901702,2.090023239,2.393014746,0.156811325,79.39503373,9.489465858,0,0,0,0,1,0
VOLKSBANK NECKARTAL EG,Cooperative bank,DE,2017,1214851,1991688,1.274713913,0.787328362,14288,0.717381437,6.407837853,4.316514228,60.99604958,1.377032559,1.528049003,0.147010978,78.28922,9.712615631,0,0,0,0,1,0
VOLKSBANK NECKARTAL EG,Cooperative bank,DE,2018,1345998,2107993,1.274713913,0.787328362,17274,0.819452437,10.25143098,6.946897264,63.85210957,2.856059984,3.073606655,0.138283192,77.09978164,9.752546617,0,0,0,0,1,0
VOLKSBANK NECKARTAL EG,Cooperative bank,DE,2019,1412548,2194002,1.274713913,0.787328362,17274,0.787328362,4.825942042,3.24274755,64.38225672,0.53014715,0.551988002,0.134184016,77.90681139,9.806827888,0,0,0,0,0,0
VOLKSBANK NECKARTAL EG,Cooperative bank,DE,2020,1473673,2316229,1.274713913,0.787328362,15881,0.685640323,4.236275808,2.843837387,63.62380404,-0.75845268,-0.788460224,0.106854719,77.53533869,9.752489931,0,0,0,0,0,1
VOLKSBANK OBERBERG EG,Cooperative bank,DE,2012,1957701,2527514,3.12104946,4.102986454,112165,4.437759791,3.830518046,2.569770409,77.45559471,0.873483697,0.757509662,0.343974356,62.72744681,5.604360648,0,0,1,0,0,0
VOLKSBANK OBERBERG EG,Cooperative bank,DE,2013,2068051,2640214,3.12104946,4.102986454,101889,3.859118996,5.483579225,3.688505617,78.32891576,0.873321055,0.748860111,0.333457818,63.37830949,6.90250866,0,0,1,0,0,0
VOLKSBANK OBERBERG EG,Cooperative bank,DE,2014,2207147,2744878,3.12104946,4.102986454,85669,3.12104946,6.509411346,4.385638968,80.40965755,2.080741789,1.755400369,0.331818026,63.48573598,7.056670643,0,0,1,0,0,0
VOLKSBANK OBERBERG EG,Cooperative bank,DE,2015,2313631,2880628,3.12104946,4.102986454,87040,3.021563354,4.711742062,3.165433622,80.31689618,-0.092761374,-0.07693691,0.323262844,62.71326947,7.314203708,0,0,1,0,1,0
VOLKSBANK OBERBERG EG,Cooperative bank,DE,2016,2513480,3104052,3.12104946,4.102986454,74451,2.398510077,8.285009516,5.597429511,80.97415894,0.657262761,0.544073784,0.301412476,62.47163385,7.358446315,0,0,1,0,1,0
VOLKSBANK OBERBERG EG,Cooperative bank,DE,2017,2634381,3289342,3.12104946,4.102986454,79868,2.428084401,4.69799927,3.156131544,80.0883885,-0.88577044,-0.731930667,0.293554152,63.4042918,7.463681186,0,0,1,0,1,0
VOLKSBANK OBERBERG EG,Cooperative bank,DE,2018,2796243,3525473,3.12104946,4.102986454,135905,3.85494372,5.962849068,4.013934275,79.31539966,-0.772988834,-0.645523244,0.285465241,63.14318674,7.796060273,0,0,1,0,1,0
VOLKSBANK OBERBERG EG,Cooperative bank,DE,2019,2958660,3740958,3.12104946,4.102986454,153491,4.102986454,5.645973267,3.798718909,79.0882977,-0.227101961,-0.191067494,0.272684163,61.3467994,7.83775172,0,0,1,0,0,0
VOLKSBANK OBERBERG EG,Cooperative bank,DE,2020,3175628,4122633,3.12104946,4.102986454,211536,5.131089767,7.076894493,4.772225685,77.02912192,-2.059175781,-1.750957251,0.249670538,57.64442287,7.570647205,0,0,1,0,0,1
VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG,Cooperative bank,DE,2012,1298911,2093169,0.675066813,1.062803833,10154,0.485101776,6.951674412,4.686864888,62.05476003,1.73173807,1.895709305,0.341539551,76.97572437,7.567186405,0,0,0,0,0,0
VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG,Cooperative bank,DE,2013,1378019,2168933,0.675066813,1.062803833,10154,0.468156462,5.91207395,3.979434791,63.53441992,1.479659889,1.577093178,0.369628753,78.17263143,8.273100183,0,0,0,0,0,0
VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG,Cooperative bank,DE,2014,1414924,2269405,0.675066813,1.062803833,15320,0.675066813,2.642885881,1.769615739,62.34779601,-1.186623912,-1.252924704,0.410988783,75.64009068,8.686814385,0,0,0,0,0,0
VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG,Cooperative bank,DE,2015,1501143,2371142,0.675066813,1.062803833,20190,0.851488439,5.915099853,3.98149061,63.3088613,0.961065292,1.022385666,0.373533091,75.25656414,9.506431922,0,0,0,0,1,0
VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG,Cooperative bank,DE,2016,1577309,2458630,0.675066813,1.062803833,20236,0.823059997,4.949341251,3.326320341,64.15398006,0.845118762,0.886000125,0.121937827,75.87286416,9.737618104,0,0,0,0,1,0
VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG,Cooperative bank,DE,2017,2652430,3936792,0.675066813,1.062803833,52237,1.326892556,51.97559705,37.02814235,67.37541633,3.221436267,3.292498653,0.330548325,76.28231311,9.570304959,0,0,0,0,1,0
VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG,Cooperative bank,DE,2018,2801005,4066591,0.675066813,1.062803833,51088,1.25628567,5.450208039,3.665864161,68.87845372,1.503037393,1.476248746,0.167339179,77.14213207,9.584047179,0,0,0,0,1,0
VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG,Cooperative bank,DE,2019,2982652,4320835,0.675066813,1.062803833,45922,1.062803833,6.283455629,4.231896375,69.02952786,0.151074135,0.146116098,0.151012478,76.33802263,9.577732082,0,0,0,0,0,0
VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG,Cooperative bank,DE,2020,3283985,4607424,0.675066813,1.062803833,42829,0.92956498,9.624478633,6.515808945,71.27594508,2.246417226,2.1462414,0.139774416,75.37660958,9.369270117,0,0,0,0,0,1
VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ EG,Cooperative bank,DE,2012,536718,867784,0.215649804,0.726118756,5113,0.589201921,14.05299875,9.577224092,61.84926203,2.671265211,2.964691792,0.232546348,71.42019212,6.465203322,0,0,0,0,0,0
VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ EG,Cooperative bank,DE,2013,609364,910931,0.215649804,0.726118756,n.a.,,12.69429734,8.633943428,66.89463856,5.045376534,5.294394053,0.230862711,71.06586558,6.875163981,0,0,0,0,0,0
VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ EG,Cooperative bank,DE,2014,662210,951079,0.215649804,0.726118756,2051,0.215649804,8.316693587,5.619111316,69.62723391,2.732595348,2.686699653,0.193885051,71.13467966,7.21622494,0,0,0,0,0,0
VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ EG,Cooperative bank,DE,2015,698629,1019580,0.215649804,0.726118756,10101,0.990702054,5.353711693,3.600407108,68.52125385,-1.10598006,-1.064590272,0.16496989,72.60175759,7.317522902,0,0,0,0,1,0
VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ EG,Cooperative bank,DE,2016,1652337,2617284,0.215649804,0.726118756,29431,1.1244863,86.08260853,62.54653487,63.13174268,-5.389511173,-5.384819639,0.138655186,76.41658299,7.791130042,0,0,0,0,1,0
VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ EG,Cooperative bank,DE,2017,1809127,2837895,0.215649804,0.726118756,37680,1.327744684,9.065375903,6.132033687,63.74890544,0.617162762,0.649602649,0.072976625,75.56498743,8.484140534,0,0,0,0,1,0
VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ EG,Cooperative bank,DE,2018,1977021,2939372,0.215649804,0.726118756,19413,0.660447198,8.874675781,6.001277864,67.25997934,3.511073904,3.605579936,0.094816172,75.67490607,9.259188697,0,0,0,0,1,0
VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ EG,Cooperative bank,DE,2019,2146491,3173861,0.215649804,0.726118756,23046,0.726118756,8.224324951,5.555907984,67.63027744,0.370298102,0.366359307,0.096381032,74.84502314,9.53970574,0,0,0,0,0,0
VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ EG,Cooperative bank,DE,2020,2260998,3535199,0.215649804,0.726118756,27105,0.7667178,5.197189293,3.494273708,63.95673907,-3.673538375,-3.687971363,0.078892306,73.88752373,9.171364893,0,0,0,0,0,1
VOLKSBANK RHEIN-ERFT-KOLN EG,Cooperative bank,DE,2012,653881.2669,1256837.281,0.023745132,1.313692135,n.a.,,1.223450736,0.817290153,52.02592865,-0.789042892,-1.000968608,0.138272013,75.75179246,6.893113866,0,0,0,0,0,0
VOLKSBANK RHEIN-ERFT-KOLN EG,Cooperative bank,DE,2013,675522,1258482,0.023745132,1.313692135,303,0.024076626,3.255993941,2.182312493,53.67752578,1.65159713,2.094216179,0.135719065,79.90610911,7.420924574,0,0,0,0,0,0
VOLKSBANK RHEIN-ERFT-KOLN EG,Cooperative bank,DE,2014,702104,1276051,0.023745132,1.313692135,303,0.023745132,3.859581586,2.589389562,55.02162531,1.34409953,1.655532748,0.134399017,80.48918108,7.850548293,0,0,0,0,0,0
VOLKSBANK RHEIN-ERFT-KOLN EG,Cooperative bank,DE,2015,725278,1280461,0.023745132,1.313692135,5370,0.419380208,3.247348843,2.176487659,56.6419438,1.620318489,1.94416606,0.131983715,81.92393208,8.354959659,0,0,0,0,1,0
VOLKSBANK RHEIN-ERFT-KOLN EG,Cooperative bank,DE,2016,760517,1300388,0.023745132,1.313692135,18773,1.44364605,4.744343553,3.187502177,58.48385251,1.841908712,2.144650341,0.130268812,81.92677878,9.148730994,0,0,0,0,1,0
VOLKSBANK RHEIN-ERFT-KOLN EG,Cooperative bank,DE,2017,804161,1348162,0.023745132,1.313692135,15516,1.150900263,5.580103272,3.754007728,59.64869207,1.164839559,1.319061626,0.11912515,82.01929738,9.349692396,0,0,0,0,1,0
VOLKSBANK RHEIN-ERFT-KOLN EG,Cooperative bank,DE,2018,857822,1425681,0.023745132,1.313692135,19439,1.363488747,6.459712087,4.351814006,60.16928051,0.520588434,0.580150565,0.112086785,80.66671296,9.818746269,0,0,0,0,1,0
VOLKSBANK RHEIN-ERFT-KOLN EG,Cooperative bank,DE,2019,1563014,2687616,0.023745132,1.313692135,35307,1.313692135,59.99746688,43.01711249,58.15615028,-2.013130222,-2.255674924,0.08673114,79.66130578,9.747597871,0,0,0,0,0,0
VOLKSBANK RHEIN-ERFT-KOLN EG,Cooperative bank,DE,2020,1596416,2709911,0.023745132,1.313692135,21975,0.81091224,2.114510816,1.414606505,58.91027418,0.754123892,0.860761112,0.054688143,79.46168712,9.846559536,0,0,0,0,0,1
VOLKSBANK RHEINAHREIFEL EG,Cooperative bank,DE,2012,1143115.121,1901667.229,0.501072278,2.231092997,n.a.,,3.639792679,2.441067261,60.11120684,-1.042249061,-1.142703442,0.174321032,78.43823491,6.628846194,0,0,0,0,0,0
VOLKSBANK RHEINAHREIFEL EG,Cooperative bank,DE,2013,1191151,1965220,0.501072278,2.231092997,n.a.,,4.116296811,2.762761697,60.61158547,0.500378634,0.55341212,0.173059505,79.19057408,6.980338079,0,0,0,0,0,0
VOLKSBANK RHEINAHREIFEL EG,Cooperative bank,DE,2014,1235637,2021864,0.501072278,2.231092997,10131,0.501072278,3.666656003,2.459190163,61.11375444,0.502168965,0.550814339,0.172464617,79.50470457,7.876098491,0,0,0,0,0,0
VOLKSBANK RHEINAHREIFEL EG,Cooperative bank,DE,2015,1387905,2255474,0.501072278,2.231092997,54546,2.41838301,11.62087894,7.891212095,61.53495895,0.421204512,0.458422786,0.175750197,80.64482233,8.733241882,0,0,0,0,1,0
VOLKSBANK RHEINAHREIFEL EG,Cooperative bank,DE,2016,1505663,2494323,0.501072278,2.231092997,61036,2.44699664,8.143791682,5.500817125,60.36359365,-1.1713653,-1.277155183,0.181171404,79.9778938,9.669717996,0,0,0,0,1,0
VOLKSBANK RHEINAHREIFEL EG,Cooperative bank,DE,2017,1614552,2573780,0.501072278,2.231092997,67734,2.631693463,6.982418605,4.707819791,62.73076953,2.367175881,2.580619475,0.176083426,79.13590128,10.25755892,0,0,0,0,1,0
VOLKSBANK RHEINAHREIFEL EG,Cooperative bank,DE,2018,2300939,3499643,0.501072278,2.231092997,78179,2.233913573,35.42597817,24.82392994,65.74782056,3.017051034,3.155756643,0.171674654,76.37539029,9.946071642,0,0,0,0,1,0
VOLKSBANK RHEINAHREIFEL EG,Cooperative bank,DE,2019,2399344,3670981,0.501072278,2.231092997,81903,2.231092997,4.187806617,2.811080694,65.35974989,-0.388070676,-0.394269798,0.170363181,77.42145764,9.802066532,0,0,0,0,0,0
VOLKSBANK RHEINAHREIFEL EG,Cooperative bank,DE,2020,2668834,4064136,0.501072278,2.231092997,90264,2.220988668,10.64463063,7.217655335,65.6679304,0.308180517,0.313849534,0.155506607,77.765311,9.266889691,0,0,0,0,0,1
VOLKSBANK RUHR MITTE EG,Cooperative bank,DE,2012,1202265,1936546,1.515345275,1.412782084,17390,0.897990546,7.223699507,4.872341678,62.08295594,2.613912956,2.887965873,0.346234998,72.55081986,7.345655616,0,0,0,0,0,0
VOLKSBANK RUHR MITTE EG,Cooperative bank,DE,2013,1195731,1923294,1.515345275,1.412782084,18555,0.964751099,-0.544956386,-0.362973684,62.17099414,0.088038195,0.094493567,0.234597519,72.04883913,7.71057363,0,0,0,0,0,0
VOLKSBANK RUHR MITTE EG,Cooperative bank,DE,2014,1179819,1939294,1.515345275,1.412782084,29387,1.515345275,-1.339667696,-0.891108821,60.83755222,-1.333441916,-1.440161167,0.218842527,75.04999242,8.005026572,0,0,0,0,0,0
VOLKSBANK RUHR MITTE EG,Cooperative bank,DE,2015,1198313,1953040,1.515345275,1.412782084,30071,1.539702208,1.555369747,1.039587111,61.35629583,0.518743603,0.566835639,0.214946954,75.82922009,8.100448532,0,0,0,0,1,0
VOLKSBANK RUHR MITTE EG,Cooperative bank,DE,2016,1248563,2042394,1.515345275,1.412782084,38872,1.903256668,4.107855567,2.757058687,61.13232804,-0.223967784,-0.243648597,0.212936387,75.75379677,8.41071801,0,0,0,0,1,0
VOLKSBANK RUHR MITTE EG,Cooperative bank,DE,2017,1332307,2119693,1.515345275,1.412782084,36361,1.715389917,6.491873602,4.373702321,62.85377175,1.721443707,1.859829652,0.204746631,75.73799602,8.44296792,0,0,0,0,1,0
VOLKSBANK RUHR MITTE EG,Cooperative bank,DE,2018,1405787,2173389,1.515345275,1.412782084,33385,1.536080288,5.368526227,3.610455088,64.68179419,1.828022444,1.920299179,0.202310769,77.29352638,8.605270386,0,0,0,0,1,0
VOLKSBANK RUHR MITTE EG,Cooperative bank,DE,2019,1487546,2317838,1.515345275,1.412782084,32746,1.412782084,5.653049402,3.803522581,64.17816948,-0.50362471,-0.520430025,0.188839772,77.10034092,9.203404207,0,0,0,0,0,0
VOLKSBANK RUHR MITTE EG,Cooperative bank,DE,2020,1518096,2491227,1.515345275,1.412782084,41555,1.668053533,2.032913575,1.359836268,60.93768252,-3.240486968,-3.4237605,0.176740217,77.53380162,8.917493267,0,0,0,0,0,1
VOLKSBANK SALZBURG EG,Cooperative bank,AT,2012,1692533,2074702,2.449849895,3.467454966,42502,2.048583363,-1.955951157,-1.299689122,81.57957143,-2.425745451,-1.943782569,0.213476441,58.33372696,6.981195372,0,0,1,0,0,0
VOLKSBANK SALZBURG EG,Cooperative bank,AT,2013,1675519,2068180,2.449849895,3.467454966,42339,2.047162239,-1.010325537,-0.672412379,81.01417672,-0.565394712,-0.46310933,0.17614521,60.48859384,7.290903113,0,0,1,0,0,0
VOLKSBANK SALZBURG EG,Cooperative bank,AT,2014,1666776,2040574,2.449849895,3.467454966,49991,2.449849895,-0.523174642,-0.348478441,81.68172289,0.667546172,0.54781992,0.211999173,62.41925066,7.030913851,0,0,1,0,0,0
VOLKSBANK SALZBURG EG,Cooperative bank,AT,2015,1774583,2199291,2.449849895,3.467454966,55432,2.520448635,6.267424414,4.220992593,80.68886746,-0.99285543,-0.813641483,0.035920667,71.33107897,8.101565459,0,0,1,0,1,0
VOLKSBANK SALZBURG EG,Cooperative bank,AT,2016,1836793,2319362,2.449849895,3.467454966,42625,1.837789875,3.445565041,2.310080712,79.19389039,-1.494977069,-1.242854029,0.200615514,74.53183246,8.371095155,0,0,1,0,1,0
VOLKSBANK SALZBURG EG,Cooperative bank,AT,2017,2110239,2632495,2.449849895,3.467454966,50052,1.901314153,13.87800951,9.455541964,80.16117789,0.967287505,0.810976087,0.21037077,81.09515878,8.779845736,0,0,1,0,1,0
VOLKSBANK SALZBURG EG,Cooperative bank,AT,2018,2154932,2747757,2.449849895,3.467454966,102916,3.745454929,2.095795732,1.402043163,78.42513002,-1.73604787,-1.454296253,0.231388729,79.27418618,8.668888843,0,0,1,0,1,0
VOLKSBANK SALZBURG EG,Cooperative bank,AT,2019,2305292,2908877,2.449849895,3.467454966,100864,3.467454966,6.744818102,4.545924541,79.25023987,0.825109845,0.698947986,0.255528164,77.58069523,8.447005494,0,0,1,0,0,0
VOLKSBANK SALZBURG EG,Cooperative bank,AT,2020,2393742.053,3000240.742,2.449849895,3.467454966,99725.180319999999,3.323905943,3.765050449,2.525583542,79.78499923,0.534759364,0.448839238,0.030237825,80.24195615,8.270151995,0,0,1,0,0,1
VOLKSBANK STUTTGART EG,Cooperative bank,DE,2012,2991559,4959599,0.642053198,2.913108106,90724,1.829260793,7.957497294,5.373428104,60.31856608,1.981841931,2.23947045,0.397451488,80.85556917,8.350312193,0,0,1,0,0,0
VOLKSBANK STUTTGART EG,Cooperative bank,DE,2013,3177505,5009596,0.642053198,2.913108106,85179,1.700316752,6.030164144,4.05968022,63.42836828,3.109802198,3.379016916,0.391209191,80.90227236,8.737570854,0,0,1,0,0,0
VOLKSBANK STUTTGART EG,Cooperative bank,DE,2014,3268578,5130416,0.642053198,2.913108106,32940,0.642053198,2.82587303,1.892703636,63.70980443,0.281436154,0.295367856,0.389578545,81.40821329,8.997477008,0,0,1,0,0,0
