Bank,Specialisation,Country,Year,Loans,Assets,Exposure_app,Exposure_pepp,GovSec,GovSec_over_A,Loans_G,Loans_G_H,L_over_A,L_over_A_G,L_over_A_G_H,ROA,Deposits_over_A,Equity_over_A,treat_50,treat_75,treat_50_pepp,treat_75_pepp,app_dummy,pepp_dummy
DZ HYP AG,Real estate & mortgage finance institution,DE,2017,58256184,75156378,14.38281237,8.552214855,7270035,9.673210968,73.70263922,53.29041295,77.51329368,1.543287729,1.345186748,0.121465406,28.24310267,2.906381412,1,1,1,1,1,0
DZ HYP AG,Real estate & mortgage finance institution,DE,2018,60039766,75891240,14.38281237,8.552214855,6938658,9.142897125,3.015685945,2.020459294,79.11290684,1.599613157,1.366376196,0.093959461,3.03038269,2.937534029,1,1,1,1,1,0
DZ HYP AG,Real estate & mortgage finance institution,DE,2019,63779180,79437001,14.38281237,8.552214855,6793623,8.552214855,6.041969545,4.067703901,80.28900789,1.176101051,0.986186974,0.083196746,2.778532639,2.932299773,1,1,1,1,0,0
DZ HYP AG,Real estate & mortgage finance institution,DE,2020,66123645,81919974,14.38281237,8.552214855,6272680,7.657082508,3.609959367,2.420942513,80.71736571,0.428357817,0.3550485,0.088856229,2.354030288,2.938637407,1,1,1,1,0,1
EDEKABANK AKTIENGESELLSCHAFT,Commercial bank,DE,2012,1079853,1539823,0.728004488,3.440665542,15170,0.985178167,4.350814003,2.921264998,70.12838489,0.371120233,0.35404987,0.239378162,51.9291503,9.043701776,0,0,1,0,0,0
EDEKABANK AKTIENGESELLSCHAFT,Commercial bank,DE,2013,1199233,1708297,0.728004488,3.440665542,10161,0.594802894,10.4857265,7.108196963,70.20049792,0.072113037,0.068529861,0.2126094,53.85585762,8.97343963,0,0,1,0,0,0
EDEKABANK AKTIENGESELLSCHAFT,Commercial bank,DE,2014,1280732,1819769,0.728004488,3.440665542,13248,0.728004488,6.57496037,4.430258986,70.37882281,0.178324884,0.169204894,0.199475868,45.30481616,9.505382277,0,0,1,0,0,0
EDEKABANK AKTIENGESELLSCHAFT,Commercial bank,DE,2015,1473425,2091158,0.728004488,3.440665542,35356,1.690737859,14.01578332,9.551340818,70.4597644,0.080941592,0.076642917,0.174496619,48.80822013,9.331863016,0,0,1,0,1,0
EDEKABANK AKTIENGESELLSCHAFT,Commercial bank,DE,2016,1466203,2123310,0.728004488,3.440665542,76115,3.58473327,-0.491355677,-0.327301757,69.05270545,-1.407058953,-1.340233348,0.171901418,53.78442149,9.838130089,0,0,1,0,1,0
EDEKABANK AKTIENGESELLSCHAFT,Commercial bank,DE,2017,1723345,2421099,0.728004488,3.440665542,88962,3.674447018,16.15911037,11.0462093,71.18027805,2.127572602,2.033175429,0.251579964,51.89779517,11.9668795,0,0,1,0,1,0
EDEKABANK AKTIENGESELLSCHAFT,Commercial bank,DE,2018,1695210,2555639,0.728004488,3.440665542,96755,3.785941598,-1.646054269,-1.094342558,66.33213846,-4.848139588,-4.646199617,0.237318338,51.10162273,11.79646265,0,0,1,0,1,0
EDEKABANK AKTIENGESELLSCHAFT,Commercial bank,DE,2019,1820886,2781613,0.728004488,3.440665542,95706,3.440665542,7.151656886,4.823205546,65.4615146,-0.870623863,-0.878859695,0.218326561,52.26560992,11.21575863,0,0,1,0,0,0
EDEKABANK AKTIENGESELLSCHAFT,Commercial bank,DE,2020,1910039,3712872,0.728004488,3.440665542,90631,2.440994465,4.780046488,3.211672732,51.44370719,-14.01780741,-15.37320641,0.204962627,61.49412099,9.360651269,0,0,1,0,0,1
EMIL BANCA-CREDITO COOPERATIVO SOCIETA COOPERATIVA,Cooperative bank,IT,2012,1615571.444,2475344.776,28.79712399,0.864600779,388522.26400000002,15.69568279,-2.976646197,-1.974489416,65.26652205,-14.81399897,-13.1430236,0.094261899,39.84773816,8.733709021,1,1,0,0,0,0
EMIL BANCA-CREDITO COOPERATIVO SOCIETA COOPERATIVA,Cooperative bank,IT,2013,1553208,2577220,28.79712399,0.864600779,651131,25.26485903,-3.936625986,-2.60697618,60.26679911,-4.999722939,-5.240804033,-0.210614538,43.75311382,8.270539574,1,1,0,0,0,0
EMIL BANCA-CREDITO COOPERATIVO SOCIETA COOPERATIVA,Cooperative bank,IT,2014,1503267,2845048,28.79712399,0.864600779,819292,28.79712399,-3.268172981,-2.16678674,52.8380189,-7.428780208,-8.569776681,0.249380678,38.07004311,8.141936445,1,1,0,0,0,0
EMIL BANCA-CREDITO COOPERATIVO SOCIETA COOPERATIVA,Cooperative bank,IT,2015,1480566,2827739,28.79712399,0.864600779,926407,32.76140408,-1.52162926,-1.011833924,52.35865121,-0.479367697,-0.60666136,0.074158188,41.70745603,7.794814161,1,1,0,0,1,0
EMIL BANCA-CREDITO COOPERATIVO SOCIETA COOPERATIVA,Cooperative bank,IT,2016,1498538,3048569,28.79712399,0.864600779,1174080,38.51249553,1.206551905,0.805978918,49.15545622,-3.203194989,-4.163433499,0.073345888,43.25206351,6.926889304,1,1,0,0,1,0
EMIL BANCA-CREDITO COOPERATIVO SOCIETA COOPERATIVA,Cooperative bank,IT,2017,2526504,4241501,28.79712399,0.864600779,1087933,25.64971693,52.23465628,37.22100522,59.56627147,10.41081525,13.1884988,0.197430108,54.9295167,7.785875802,1,1,0,0,1,0
EMIL BANCA-CREDITO COOPERATIVO SOCIETA COOPERATIVA,Cooperative bank,IT,2018,3979137,4436325,28.79712399,0.864600779,25516,0.575160747,45.42284326,32.16584765,89.69444304,30.12817157,28.85467262,0.255887474,57.08405042,6.731292229,1,1,0,0,1,0
EMIL BANCA-CREDITO COOPERATIVO SOCIETA COOPERATIVA,Cooperative bank,IT,2019,4163737,4869415,28.79712399,0.864600779,42101,0.864600779,4.534802672,3.045699266,85.50795116,-4.186491875,-3.160847007,0.424855963,58.89574004,6.520454716,1,1,0,0,0,0
EMIL BANCA-CREDITO COOPERATIVO SOCIETA COOPERATIVA,Cooperative bank,IT,2020,4861393,5668939,28.79712399,0.864600779,102105,1.801130688,15.4912034,10.57946827,85.75490052,0.24694936,0.192350031,0.384904477,62.08759699,5.954412281,1,1,0,0,0,1
ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,Commercial bank,AT,2012,13337141,23381661,0.02436272,2.406125546,884189,3.781549138,-2.292656831,-1.522553376,57.04103314,-0.832506004,-0.963614912,0.431500568,76.50926938,4.692784657,0,0,0,0,0,0
ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,Commercial bank,AT,2013,13225438,22614164,0.02436272,2.406125546,2227,0.00984781,-0.841060339,-0.559918716,58.48298438,1.44195124,1.671197307,0.699680961,78.31906145,5.262387767,0,0,0,0,0,0
ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,Commercial bank,AT,2014,13755611,22493383,0.02436272,2.406125546,5480,0.02436272,3.930471731,2.637251049,61.15403361,2.67104923,2.999156966,0.765100563,77.03279227,5.693341015,0,0,0,0,0,0
ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,Commercial bank,AT,2015,14549878,22757812,0.02436272,2.406125546,54383,0.238964097,5.61357951,3.776729567,63.93355389,2.779520283,2.984854047,1.025146881,77.18850564,6.964856727,0,0,0,0,1,0
ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,Commercial bank,AT,2016,15891824,23498619,0.02436272,2.406125546,970757,4.13112362,8.822215443,5.965320622,67.62875725,3.695203354,3.780339142,0.485390227,80.7387915,5.841321994,0,0,0,0,1,0
ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,Commercial bank,AT,2017,17253782,25183901,0.02436272,2.406125546,794346,3.154181713,8.222660269,5.554769081,68.51115719,0.88239994,0.866080082,0.731824668,81.99811856,5.796067893,0,0,0,0,1,0
ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,Commercial bank,AT,2018,19422641,28074269,0.02436272,2.406125546,883174,3.145848606,11.84080816,8.043206956,69.18306938,0.671912192,0.651692191,0.635802841,78.93347107,5.270456018,0,0,0,0,1,0
ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,Commercial bank,AT,2019,20549535,29121714,0.02436272,2.406125546,700705,2.406125546,5.639886551,3.794586992,70.5643047,1.381235318,1.32219632,0.621185965,81.66123395,5.701968641,0,0,0,0,0,0
ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,Commercial bank,AT,2020,21049399,34509835,0.02436272,2.406125546,730319,2.116263378,2.40336957,1.608612434,60.99536263,-9.568942071,-9.468389103,0.399303561,81.1142186,4.810738736,0,0,0,0,0,1
ERSTE GROUP BANK AG,Commercial bank,AT,2012,13056789,83792512,1.844004947,7.148166842,5912622,7.056265362,-12.71455264,-8.289541043,15.58228616,-2.60482476,-10.02694315,0.452357843,5.669522117,14.52613212,0,0,1,1,0,0
ERSTE GROUP BANK AG,Commercial bank,AT,2013,13827077,75368153,1.844004947,7.148166842,1084772,1.439297577,5.732054282,3.857162583,18.3460473,2.763761143,11.16431652,0.150178816,6.354818062,14.43969312,0,0,1,1,0,0
ERSTE GROUP BANK AG,Commercial bank,AT,2014,14276541,66366579,1.844004947,7.148166842,1223803,1.844004947,3.198892947,2.143842357,21.51164218,3.165594876,10.8776345,-8.773663021,6.930611867,7.367565232,0,0,1,1,0,0
ERSTE GROUP BANK AG,Commercial bank,AT,2015,13712778,60351651,1.844004947,7.148166842,2002923,3.318754279,-4.028960181,-2.667699178,22.72146291,1.209820736,3.680357098,1.446089685,7.046375583,9.54794095,0,0,1,1,1,0
ERSTE GROUP BANK AG,Commercial bank,AT,2016,13683902,60028592,1.844004947,7.148166842,7177205,11.95631075,-0.210799343,-0.140483487,22.79564045,0.074177537,0.217406492,1.851542678,7.466716861,11.94164941,0,0,1,1,1,0
ERSTE GROUP BANK AG,Commercial bank,AT,2017,13684034,61130724,1.844004947,7.148166842,5233236,8.560729626,0.000964632,0.000643089,22.38487148,-0.410768974,-1.208567887,1.561403068,7.742846298,13.41398312,0,0,1,1,1,0
ERSTE GROUP BANK AG,Commercial bank,AT,2018,14458711,67314083,1.844004947,7.148166842,4862464,7.223546371,5.506731853,3.704215426,21.47947406,-0.905397412,-2.733307508,1.392035601,10.79240283,12.80758441,0,0,1,1,1,0
ERSTE GROUP BANK AG,Commercial bank,AT,2019,16237043,66264178,1.844004947,7.148166842,4736674,7.148166842,11.59981666,7.876660702,24.50350022,3.024026152,8.96506494,2.002744228,9.944419744,14.86987283,0,0,1,1,0,0
ERSTE GROUP BANK AG,Commercial bank,AT,2020,16792700,77055424,1.844004947,7.148166842,5743932,7.454286411,3.364903129,2.255706309,21.79301486,-2.710485361,-7.656736653,-0.153597234,7.646082124,14.26530597,0,0,1,1,0,1
ERZGEBIRGSSPARKASSE,Savings bank,DE,2012,1384521.262,4261732.369,8.09415248,5.08305645,298504.86258999998,7.004308031,-3.047496573,-2.021241741,32.48728785,1.601228995,3.397494362,0.049954736,81.87034779,5.327654473,1,1,1,0,0,0
ERZGEBIRGSSPARKASSE,Savings bank,DE,2013,1399248,4127016,8.09415248,5.08305645,279588,6.774579987,1.058052863,0.706608031,33.90459354,1.417305684,2.866742702,0.050690378,86.16087265,5.708434375,1,1,1,0,0,0
ERZGEBIRGSSPARKASSE,Savings bank,DE,2014,1415163,4192051,8.09415248,5.08305645,339311,8.09415248,1.130976936,0.755400473,33.75824865,-0.14634489,-0.288172855,0.110113164,88.42304161,5.697521333,1,1,1,0,0,0
ERZGEBIRGSSPARKASSE,Savings bank,DE,2015,1454265,4274457,8.09415248,5.08305645,307973,7.20496194,2.725589954,1.825238395,34.02221616,0.263967508,0.519934711,0.107990325,89.32966222,5.625486465,1,1,1,0,1,0
ERZGEBIRGSSPARKASSE,Savings bank,DE,2016,1609272,4420228,8.09415248,5.08305645,222582,5.035532104,10.12812845,6.862053716,36.40699077,2.384774615,4.566284585,0.199469349,90.2124732,5.571567801,1,1,1,0,1,0
ERZGEBIRGSSPARKASSE,Savings bank,DE,2017,1859561,4335992,8.09415248,5.08305645,343444,7.920771072,14.45585355,9.857574824,42.88663355,6.479642784,11.20070585,0.019303541,89.60150295,6.167308427,1,1,1,0,1,0
ERZGEBIRGSSPARKASSE,Savings bank,DE,2018,2094454,4479299,8.09415248,5.08305645,349212,7.7961306,11.89524605,8.080843873,46.75852181,3.871888259,5.842957814,0.017123215,88.46469057,6.341728918,1,1,1,0,1,0
ERZGEBIRGSSPARKASSE,Savings bank,DE,2019,2301711,4646358,8.09415248,5.08305645,236177,5.08305645,9.435986053,6.386355446,49.5379607,2.779438886,3.885832445,0.014312285,89.19844317,6.625705553,1,1,1,0,0,0
ERZGEBIRGSSPARKASSE,Savings bank,DE,2020,2576156,5030836,8.09415248,5.08305645,179342,3.564854827,11.2645606,7.64515686,51.20731425,1.669353552,2.221609809,0.00630114,89.24954024,6.65738259,1,1,1,0,0,1
EUROPEAN DEPOSITARY BANK SA,Commercial bank,LU,2012,51828.54698,1177160.621,38.54499759,6.773975184,304842.45,25.89641929,-5.593250029,-3.693439954,4.402844104,-0.692921922,-9.49573883,0.595737748,93.13428381,2.933025064,1,1,1,1,0,0
EUROPEAN DEPOSITARY BANK SA,Commercial bank,LU,2013,60400,1211896,38.54499759,6.773975184,453563,37.42590123,15.30480075,10.44935371,4.983926013,0.58108191,8.427819667,0.332784331,93.58484556,3.016677999,1,1,1,1,0,0
EUROPEAN DEPOSITARY BANK SA,Commercial bank,LU,2014,50608,1219943,38.54499759,6.773975184,470227,38.54499759,-17.68794384,-11.42537104,4.14839054,-0.835535474,-11.83793024,0.351081977,95.53175845,3.015878611,1,1,1,1,0,0
EUROPEAN DEPOSITARY BANK SA,Commercial bank,LU,2015,30045,1343736,38.54499759,6.773975184,459122,34.16757458,-52.14134088,-31.33146936,2.235930272,-1.912460268,-36.31468107,0.373436449,96.34861312,2.810150208,1,1,1,1,1,0
EUROPEAN DEPOSITARY BANK SA,Commercial bank,LU,2016,44049,1286530,38.54499759,6.773975184,322077,25.0345503,38.26063929,26.89482327,3.423861084,1.187930812,30.09049376,0.278501084,96.36160836,2.824963273,1,1,1,1,1,0
EUROPEAN DEPOSITARY BANK SA,Commercial bank,LU,2017,33809,1378281,38.54499759,6.773975184,244207,17.71823017,-26.45756114,-16.79969157,2.4529831,-0.970877984,-20.87751317,0.35021886,95.0231484,2.725931795,1,1,1,1,1,0
EUROPEAN DEPOSITARY BANK SA,Commercial bank,LU,2018,34221,1207317,38.54499759,6.773975184,114766,9.505871283,1.211245148,0.809120278,2.834466838,0.381483738,9.856909467,0.285343452,95.00545424,3.397367883,1,1,1,1,1,0
EUROPEAN DEPOSITARY BANK SA,Commercial bank,LU,2019,35864,1732823,38.54499759,6.773975184,117381,6.773975184,4.689451614,3.150346097,2.069686286,-0.764780552,-19.76529551,0.99808232,96.26499648,1.982429827,1,1,1,1,0,0
EUROPEAN DEPOSITARY BANK SA,Commercial bank,LU,2020,28780,2110715,38.54499759,6.773975184,103294,4.893791914,-22.00533054,-14.09639034,1.363518997,-0.706167289,-25.66531724,0.441414402,94.73619129,1.997853808,1,1,1,1,0,1
EVANGELISCHE BANK EG,Cooperative bank,DE,2012,1425548,4328696,5.112910217,2.988729487,315281,7.283509861,3.127438689,2.095711998,32.93250438,0.22130357,0.450010231,0.144870418,69.35959467,4.85566554,1,0,1,0,0,0
EVANGELISCHE BANK EG,Cooperative bank,DE,2013,4097213,7707547,5.112910217,2.988729487,368536,4.781495332,105.5750685,76.90115681,53.15845625,20.22595187,33.98649479,0.162606858,72.66807455,5.181402073,1,0,1,0,0,0
EVANGELISCHE BANK EG,Cooperative bank,DE,2014,4055550,7158741,5.112910217,2.988729487,366020,5.112910217,-1.022067309,-0.680213578,56.6517213,3.493265051,4.287039744,0.138976951,79.93149913,5.719329698,1,0,1,0,0,0
EVANGELISCHE BANK EG,Cooperative bank,DE,2015,3868320,7100535,5.112910217,2.988729487,334152,4.706011589,-4.726600913,-3.125860851,54.47927515,-2.172446148,-2.589594658,0.141130211,82.79435282,6.132889986,1,0,1,0,1,0
EVANGELISCHE BANK EG,Cooperative bank,DE,2016,3907386,7119134,5.112910217,2.988729487,334867,4.703760317,1.004830396,0.671005029,54.88569256,0.406417404,0.496102148,0.141843095,83.77455741,6.25229136,1,0,1,0,1,0
EVANGELISCHE BANK EG,Cooperative bank,DE,2017,4316189,7298379,5.112910217,2.988729487,339324,4.649306373,9.950422876,6.739828774,59.13900881,4.253316255,5.036180612,0.139318608,82.41727375,6.452432794,1,0,1,0,1,0
EVANGELISCHE BANK EG,Cooperative bank,DE,2018,4504153,7687861,5.112910217,2.988729487,315134,4.099111573,4.262702308,2.861699181,58.58785688,-0.55115193,-0.623242818,0.134224591,80.58145172,6.2838415,1,0,1,0,1,0
EVANGELISCHE BANK EG,Cooperative bank,DE,2019,4558687,7859092,5.112910217,2.988729487,234887,2.988729487,1.20347834,0.803921694,58.0052632,-0.582593679,-0.665133497,0.131974533,79.89545103,6.285484379,1,0,1,0,0,0
EVANGELISCHE BANK EG,Cooperative bank,DE,2020,4825733,8376235,5.112910217,2.988729487,311474,3.718544191,5.692799688,3.830509226,57.61219689,-0.393066315,-0.452782111,0.120459849,74.87480951,6.050988302,1,0,1,0,0,1
FIDEURAM BANK (LUXEMBOURG) SA,Commercial bank,LU,2012,28810.989,1517741.589,1.408776496,11.43708392,22241.739000000001,1.465449663,-30.69108406,-19.32099584,1.898280261,-0.452262859,-13.7062507,1.373520114,91.57595944,5.46002703,0,0,1,1,0,0
FIDEURAM BANK (LUXEMBOURG) SA,Commercial bank,LU,2013,4670.959,2049250.085,1.408776496,11.43708392,31037.753000000001,1.514590787,-181.9392473,-77.50487026,0.22793504,-1.670345221,-83.0089235,0.836500392,90.13526048,4.039702016,0,0,1,1,0,0
FIDEURAM BANK (LUXEMBOURG) SA,Commercial bank,LU,2014,10970,2152932,1.408776496,11.43708392,30330,1.408776496,85.37998704,62.02310387,0.509537691,0.281602651,58.33859214,0.693937384,92.05938692,3.887024764,0,0,1,1,0,0
FIDEURAM BANK (LUXEMBOURG) SA,Commercial bank,LU,2015,26951,2676204,1.408776496,11.43708392,120780,4.513108866,89.88561281,65.37399521,1.007060747,0.497523056,49.11052611,0.792727311,88.69290233,4.908444947,0,0,1,1,1,0
FIDEURAM BANK (LUXEMBOURG) SA,Commercial bank,LU,2016,6549,2495459,1.408776496,11.43708392,178158,7.139287802,-141.4708036,-67.49929695,0.26243669,-0.744624057,-65.41665065,0.924960098,87.14424881,5.449458396,0,0,1,1,1,0
FIDEURAM BANK (LUXEMBOURG) SA,Commercial bank,LU,2017,33027,3001646,1.408776496,11.43708392,240292,8.00534107,161.8013043,114.8097561,1.100296304,0.837859614,103.1104164,0.784736108,90.22463009,4.688827397,0,0,1,1,1,0
FIDEURAM BANK (LUXEMBOURG) SA,Commercial bank,LU,2018,80378,1756188,1.408776496,11.43708392,256728,14.61848048,88.94150981,64.67302229,4.576844848,3.476548544,102.5918296,1.121292253,77.43390799,7.94567552,0,0,1,1,1,0
FIDEURAM BANK (LUXEMBOURG) SA,Commercial bank,LU,2019,17425,2244768,1.408776496,11.43708392,256736,11.43708392,-152.883455,-70.66185508,0.776249483,-3.800595365,-76.54821034,0.925886328,86.14841266,7.222171734,0,0,1,1,0,0
FIDEURAM BANK (LUXEMBOURG) SA,Commercial bank,LU,2020,20340,2211851,1.408776496,11.43708392,227075,10.26628828,15.4683434,10.56350788,0.919591781,0.143342298,11.59684755,0.767275915,87.44815993,8.108321944,0,0,1,1,0,1
FIDOR BANK AG,Commercial bank,DE,2012,89946,173856,4.449448545,1.101479526,n.a.,,34.12956264,23.88004885,51.73591938,-16.78474248,-17.78259096,-1.213648077,89.91636757,6.955181299,1,0,0,0,0,0
FIDOR BANK AG,Commercial bank,DE,2013,155488,228963,4.449448545,1.101479526,3197,1.396295471,54.7359068,39.08521677,67.90966226,16.17374288,18.87454922,0.076868315,88.0172779,8.58566668,1,0,0,0,0,0
FIDOR BANK AG,Commercial bank,DE,2014,219201,304195,4.449448545,1.101479526,13535,4.449448545,34.34205589,24.03461486,72.05936981,4.149707552,3.992431803,0.782721609,88.61223886,8.872926905,1,0,0,0,0,0
FIDOR BANK AG,Commercial bank,DE,2015,279805,446445,4.449448545,1.101479526,17670,3.957934348,24.41038149,16.87647155,62.6740136,-9.385356216,-9.077064906,-0.020831233,89.45872392,7.479980737,1,0,0,0,1,0
FIDOR BANK AG,Commercial bank,DE,2016,197197,539096,4.449448545,1.101479526,14911,2.765926662,-34.98897029,-21.83066489,36.57919925,-26.09481434,-32.23029866,-4.406636295,87.19931144,9.634276641,1,0,0,0,1,0
FIDOR BANK AG,Commercial bank,DE,2017,78797,1465477,4.449448545,1.101479526,12255,0.836246492,-91.7328304,-50.04321722,5.376884114,-31.20231514,-79.46062992,-6.692496709,93.54544629,2.992950418,1,0,0,0,1,0
FIDOR BANK AG,Commercial bank,DE,2018,107154,1470520,4.449448545,1.101479526,12159,0.826850366,30.7392127,21.42188043,7.286810108,1.909925994,21.17366704,0,87.99832712,6.654856785,1,0,0,0,1,0
FIDOR BANK AG,Commercial bank,DE,2019,109298,1096162,4.449448545,1.101479526,12074,1.101479526,1.981104469,1.325068138,9.970971444,2.684161336,21.87171311,0,87.74104558,8.927603767,1,0,0,0,0,0
FIDOR BANK AG,Commercial bank,DE,2020,39514,1396326,4.449448545,1.101479526,7986,0.571929478,-101.7423057,-54.07306962,2.829854919,-7.141116525,-62.7189525,-8.650200598,93.52737112,3.18521606,1,0,0,0,0,1
FINECOBANK BANCA FINECO SPA,Commercial bank,IT,2012,452823,18292470,10.11390595,1.149158997,58976,0.322405886,4.101312867,2.752638462,2.475461214,-0.040194237,-1.070879377,0.68589425,64.95186817,2.427561723,1,1,0,0,0,0
FINECOBANK BANCA FINECO SPA,Commercial bank,IT,2013,520390,17682197,10.11390595,1.149158997,89921,0.508539748,13.90772098,9.476198357,2.94301664,0.467555425,11.84593449,0.481931063,70.28498212,2.370457698,1,1,0,0,0,0
FINECOBANK BANCA FINECO SPA,Commercial bank,IT,2014,577580,16764621,10.11390595,1.149158997,1695558,10.11390595,10.42684305,7.067648731,3.445231479,0.502214839,10.76413224,0.894180668,81.32324614,3.294163346,1,1,0,0,0,0
FINECOBANK BANCA FINECO SPA,Commercial bank,IT,2015,723823,18327949,10.11390595,1.149158997,2235501,12.19722403,22.56999264,15.5661866,3.949285324,0.504053845,9.300102398,1.04241342,85.23944496,3.452639463,1,1,0,0,1,0
FINECOBANK BANCA FINECO SPA,Commercial bank,IT,2016,929449,20986376,10.11390595,1.149158997,3754004,17.88781446,25.00450501,17.30061272,4.428820869,0.479535546,7.780000253,1.009435836,88.48453397,3.246387085,1,1,0,0,1,0
FINECOBANK BANCA FINECO SPA,Commercial bank,IT,2017,6752908,22340391,10.11390595,1.149158997,n.a.,,198.3136568,135.2436179,30.2273492,25.79852833,132.0124565,0.959177483,89.78636945,3.276531731,1,1,0,0,1,0
FINECOBANK BANCA FINECO SPA,Commercial bank,IT,2018,10672548,24713574,10.11390595,1.149158997,961796,3.89177219,45.77016103,32.42270652,43.18496386,12.95761466,25.00512714,0.922254304,89.63818426,3.894815052,1,1,0,0,1,0
FINECOBANK BANCA FINECO SPA,Commercial bank,IT,2019,16605459,27996387,10.11390595,1.149158997,321723,1.149158997,44.20566595,31.26653088,59.31286419,16.12790033,22.14111924,1.021171053,91.9725606,4.882329995,1,1,0,0,0,0
FINECOBANK BANCA FINECO SPA,Commercial bank,IT,2020,20673692,31725091,10.11390595,1.149158997,143740,0.453079867,21.91304774,15.09979566,65.16511489,5.852250701,6.368381141,1.018509293,89.03595265,5.267345017,1,1,0,0,0,1
FOERDE SPARKASSE,Savings bank,DE,2012,4830294,6185880,6.819729916,7.803683501,371627,6.007665845,5.828561532,3.922703427,78.08580186,1.252627526,1.081006173,0.004300116,67.62832451,6.752345665,1,0,1,1,0,0
FOERDE SPARKASSE,Savings bank,DE,2013,4977870,6304545,6.819729916,7.803683501,347350,5.50951734,3.009475332,2.016277944,78.9568478,0.871045939,0.74091071,0.013561645,70.29941098,7.178123084,1,0,1,1,0,0
FOERDE SPARKASSE,Savings bank,DE,2014,5096814,6493307,6.819729916,7.803683501,442826,6.819729916,2.361354994,1.58038297,78.49334707,-0.463500725,-0.392120912,0.09537513,72.39847123,7.419023927,1,0,1,1,0,0
FOERDE SPARKASSE,Savings bank,DE,2015,5366146,6809506,6.819729916,7.803683501,511618,7.513290979,5.149432134,3.461901182,78.80374876,0.310401687,0.263286063,0.099625435,73.89381844,7.641964043,1,0,1,1,1,0
FOERDE SPARKASSE,Savings bank,DE,2016,5386790,7128032,6.819729916,7.803683501,581713,8.160920153,0.383970022,0.256143619,75.57191101,-3.231837747,-2.77197525,0.090838537,75.9997009,7.803766874,1,0,1,1,1,0
FOERDE SPARKASSE,Savings bank,DE,2017,5592459,7238395,6.819729916,7.803683501,538701,7.442271388,3.746942291,2.513363191,77.26103646,1.689125446,1.479062624,0.08553001,75.30062949,8.121220243,1,0,1,1,1,0
FOERDE SPARKASSE,Savings bank,DE,2018,5780331,7406503,6.819729916,7.803683501,587043,7.926048231,3.304186437,2.214786237,78.04399728,0.782960823,0.673323346,0.084925369,74.01754917,8.209488337,1,0,1,1,1,0
FOERDE SPARKASSE,Savings bank,DE,2019,5908347,7772714,6.819729916,7.803683501,606558,7.803683501,2.190514938,1.465635515,76.01395085,-2.030046428,-1.749271359,0.095912444,76.2720589,8.097441897,1,0,1,1,0,0
FOERDE SPARKASSE,Savings bank,DE,2020,6212434,8350944,6.819729916,7.803683501,618140,7.402037422,5.018667076,3.373285719,74.39199688,-1.621953973,-1.43269561,0.091247169,77.54098219,7.870499431,1,0,1,1,0,1
FORTUNA BANQUE S.C.,Cooperative bank,LU,2012,138324,228170,2.8709098,2.433349788,n.a.,,-0.6952152,-0.462938532,60.62321953,9.578235562,11.77315215,0.176622694,94.11359951,4.940614454,0,0,0,0,0,0
FORTUNA BANQUE S.C.,Cooperative bank,LU,2013,141370,232925,2.8709098,2.433349788,22348,9.594504669,2.178180747,1.457353511,60.69335623,0.070136701,0.077098802,0.006439841,94.26682409,4.765911774,0,0,0,0,0,0
FORTUNA BANQUE S.C.,Cooperative bank,LU,2014,148186,233271,2.8709098,2.433349788,6697,2.8709098,4.708767458,3.16342017,63.52525603,2.831899802,3.062970802,0.006858975,94.21702655,4.766559066,0,0,0,0,0,0
FORTUNA BANQUE S.C.,Cooperative bank,LU,2015,167219,248995,2.8709098,2.433349788,5540,2.224944276,12.08360891,8.211117127,67.15757345,3.632317413,3.740644889,0.013253278,90.5488062,4.479608024,0,0,0,0,1,0
FORTUNA BANQUE S.C.,Cooperative bank,LU,2016,191297,244767,2.8709098,2.433349788,18,0.007353933,13.45228636,9.159747782,78.15473491,10.99716147,10.35173679,0.201416041,90.35409185,4.757177234,0,0,0,0,1,0
FORTUNA BANQUE S.C.,Cooperative bank,LU,2017,202997,257079,2.8709098,2.433349788,4402,1.712314114,5.936400646,3.995963053,78.96288689,0.808151984,0.686992722,0.186324048,94.51063681,4.716449029,0,0,0,0,1,0
FORTUNA BANQUE S.C.,Cooperative bank,LU,2018,188865,271086,2.8709098,2.433349788,5412,1.996414422,-7.215872649,-4.751378058,69.66977269,-9.293114203,-8.166340991,0.019182105,94.41763868,4.493407996,0,0,0,0,1,0
FORTUNA BANQUE S.C.,Cooperative bank,LU,2019,190086,261327,2.8709098,2.433349788,6359,2.433349788,0.644412721,0.430068896,72.7387526,3.068979905,2.894195148,-0.602310515,94.98674075,4.058516724,0,0,0,0,0,0
FORTUNA BANQUE S.C.,Cooperative bank,LU,2020,203522,251679,2.8709098,2.433349788,8381,3.330035482,6.829750581,4.603782119,80.86570592,8.126953322,7.18108865,-0.277734734,94.37458032,4.46282765,0,0,0,0,0,1
