NUTS2,Country,Number of branches and banks,Year,Exposure_1,NUTS2_GDP,NUTS2_GDP_G,Exposure,NUTS2_POP,NUTS2_UNE,NUTS2_UNE_G,NUTS2_GFCF,NUTS2_GFCF_G,NUTS2_COMP,NUTS2_COMP_G,NUTS2_GPC,treat_50,treat_75,app_dummy
FRY1,FR,85,2017,7.169206125,9382,0.534360575,7.169206125,425587,22.4,-1.4,1537.62,2.335832281,5316.48,2.011641795,22100,1,0,1
FRY1,FR,85,2018,7.169206125,9559,1.869015918,7.169206125,421694,22.6,0.2,1645.43,6.77659818,5494.12,3.286699922,22800,1,0,1
FRY2,FR,73,2012,8.013979298,8247,1.269083537,8.013979298,388364,21,0.2,1680.18,-1.525638018,4932.65,1.085205808,21300,1,0,0
FRY2,FR,73,2013,8.013979298,8275,0.338942341,8.013979298,385551,22.9,1.9,1640.48,-2.391204859,4900.32,-0.657585989,21500,1,0,0
FRY2,FR,73,2014,8.013979298,8506,2.753287557,8.013979298,383911,19.4,-3.5,1786.5,8.526951654,5056.8,3.143336307,22200,1,0,0
FRY2,FR,73,2015,8.013979298,8673,1.944295487,8.013979298,380877,18,-1.4,1816.81,1.68238175,5144.99,1.728955347,22900,1,0,1
FRY2,FR,73,2016,8.013979298,8650,-0.265543076,8.013979298,376480,17.8,-0.2,1760.68,-3.138211791,5420.79,5.221813564,23000,1,0,1
FRY2,FR,73,2017,8.013979298,8786,1.560022461,8.013979298,372594,17.8,0,1721.59,-2.245181565,5609.74,3.426281136,23600,1,0,1
FRY2,FR,73,2018,8.013979298,8896,1.244219195,8.013979298,368783,17.3,-0.5,1690.79,-1.805240709,5733.53,2.182702424,24200,1,0,1
FRY3,FR,19,2012,8.131669854,3783,5.739168264,8.131669854,239648,22.3,1.2,1072.35,0.439253043,2156.46,2.472275504,15600,1,0,0
FRY3,FR,19,2013,8.131669854,3856,1.91130311,8.131669854,244118,21.3,-1,1102.02,2.729235749,2212.87,2.58223272,15500,1,0,0
FRY3,FR,19,2014,8.131669854,3964,2.762323972,8.131669854,252338,22.2,0.9,1092.35,-0.88135206,2302.22,3.958355925,15500,1,0,0
FRY3,FR,19,2015,8.131669854,3993,0.728921161,8.131669854,259865,21.9,-0.3,994.17,-9.417839958,2297.02,-0.226124413,15100,1,0,1
FRY3,FR,19,2016,8.131669854,4131,3.397668033,8.131669854,269352,23,1.1,974.98,-1.949126022,2454.99,6.651005724,15300,1,0,1
FRY3,FR,19,2017,8.131669854,4127,-0.096875764,8.131669854,268700,21.9,-1.1,1020.91,4.603270744,2529.23,2.979222067,15100,1,0,1
FRY3,FR,19,2018,8.131669854,4353,5.33145118,8.131669854,276128,19,-2.9,1055.83,3.363280105,2694.72,6.337939427,15600,1,0,1
FRY4,FR,121,2012,7.251733842,16381,1.898128104,7.251733842,833944,28.6,-1,3672.05,2.489020567,8854.46,4.305636787,19600,1,0,0
FRY4,FR,121,2013,7.251733842,16528,0.893378575,7.251733842,835103,28.9,0.3,3404.71,-7.559032212,8977.09,1.375448947,19700,1,0,0
FRY4,FR,121,2014,7.251733842,16973,2.65679338,7.251733842,842767,26.4,-2.5,3604.02,5.689012202,9286.56,3.389241727,20000,1,0,0
FRY4,FR,121,2015,7.251733842,17555,3.371496344,7.251733842,850727,23.5,-2.9,3864.64,6.981864498,9548.82,2.784939303,20600,1,0,1
FRY4,FR,121,2016,7.251733842,18065,2.863755498,7.251733842,852924,22.3,-1.2,4292.64,10.50333942,10386.17,8.405752683,21100,1,0,1
FRY4,FR,121,2017,7.251733842,18555,2.676292991,7.251733842,853659,22.7,0.4,4026.07,-6.411121423,10740.04,3.350369999,21600,1,0,1
FRY4,FR,121,2018,7.251733842,18999,2.364705169,7.251733842,855961,24,1.3,4121.43,2.340947647,10971.1,2.128572926,22100,1,0,1
ITC1,IT,1484,2012,46.41680183,123364.91,-3.421515192,19.00152145,4357663,9.2,1.6,27100.4,-5.040121235,50090.9,-1.949298534,27900,1,1,0
ITC1,IT,1484,2013,46.41680183,124536.96,0.945582809,19.00152145,4374052,10.6,1.4,25011.8,-8.020077441,49718.6,-0.74602463,28200,1,1,0
ITC1,IT,1484,2014,46.41680183,124277.62,-0.208460528,19.00152145,4436798,11.3,0.7,24636.9,-1.510239445,49727,0.016893658,28200,1,1,0
ITC1,IT,1484,2015,46.41680183,126868.33,2.063184295,19.00152145,4424467,10.3,-1,26351.9,6.729505959,51078.6,2.681757765,28900,1,1,1
ITC1,IT,1484,2016,46.41680183,130070.95,2.493029382,19.00152145,4404246,9.4,-0.9,27051.3,2.619468464,51819.7,1.440476305,29700,1,1,1
ITC1,IT,1484,2017,46.41680183,134450.31,3.311461759,19.00152145,4392526,9.1,-0.3,28396.4,4.852731328,53136.8,2.509933438,30800,1,1,1
ITC1,IT,1484,2018,46.41680183,137202.41,2.026259233,19.00152145,4375865,8.2,-0.9,28789.6,1.375183425,55101.9,3.63144781,31600,1,1,1
ITC2,IT,46,2012,52.2174595,4879.29,0.833296137,16.21912259,126620,7.1,1.8,1168.8,-2.384084512,1653.4,-0.90313095,38200,1,1,0
ITC2,IT,46,2013,52.2174595,4680.43,-4.160973143,16.21912259,127844,8.3,1.2,975.8,-18.04752131,1617.2,-2.213751505,36500,1,1,0
ITC2,IT,46,2014,52.2174595,4643.64,-0.78914446,16.21912259,128591,8.9,0.6,905.6,-7.465993993,1578.6,-2.415788049,36300,1,1,0
ITC2,IT,46,2015,52.2174595,4653.42,0.210389168,16.21912259,128298,8.9,0,894.1,-1.278008171,1596.4,1.12127159,36500,1,1,1
ITC2,IT,46,2016,52.2174595,4610.66,-0.923141935,16.21912259,127329,8.7,-0.2,850.3,-5.022839735,1616.9,1.275964157,36300,1,1,1
ITC2,IT,46,2017,52.2174595,4776.15,3.526376884,16.21912259,126883,7.8,-0.9,864.1,1.609927446,1679.6,3.804493406,37800,1,1,1
ITC2,IT,46,2018,52.2174595,4823.93,0.995416591,16.21912259,126202,7.1,-0.7,864.7,0.069412312,1711.8,1.898977864,38300,1,1,1
ITC3,IT,558,2012,41.97348511,46307.27,-1.807873027,12.90083101,1567339,8.1,1.7,7849.4,-18.25678298,17237.2,-0.958425831,29100,1,0,0
ITC3,IT,558,2013,41.97348511,45756.25,-1.197057379,12.90083101,1565127,9.9,1.8,7330.9,-6.833880431,17134.8,-0.595835581,28900,1,0,0
ITC3,IT,558,2014,41.97348511,46573.51,1.770353015,12.90083101,1591939,10.9,1,7421.8,1.232332392,17251,0.675862957,29600,1,0,0
ITC3,IT,558,2015,41.97348511,47179.51,1.29277636,12.90083101,1583263,9.2,-1.7,7211.2,-2.878624241,17363.8,0.651746648,30200,1,0,1
ITC3,IT,558,2016,41.97348511,48068.02,1.865740296,12.90083101,1571053,9.8,0.6,8277.7,13.79297791,17548.9,1.06036906,30900,1,0,1
ITC3,IT,558,2017,41.97348511,49129.73,2.184725942,12.90083101,1565307,9.5,-0.3,7976.7,-3.704035993,18319.5,4.297479641,31800,1,0,1
ITC3,IT,558,2018,41.97348511,49293.35,0.332483297,12.90083101,1556981,9.9,0.4,8703.7,8.722343051,18549.9,1.249833191,32100,1,0,1
ITC4,IT,3349,2012,38.96756907,351389.95,-1.793331467,18.102747,9700881,7.4,1.7,62744.6,-10.95884241,138864.7,-0.405830217,35700,1,1,0
ITC4,IT,3349,2013,38.96756907,348117.43,-0.935671008,18.102747,9794525,8,0.6,59128,-5.936793305,138234.8,-0.454638918,35200,1,1,0
ITC4,IT,3349,2014,38.96756907,355346.81,2.055437679,18.102747,9973397,8.2,0.2,58784,-0.583487645,139755.6,1.094149418,35700,1,1,0
ITC4,IT,3349,2015,38.96756907,362329.59,1.946002505,18.102747,10002615,7.9,-0.3,59260.5,0.807327047,142887,2.21589253,36400,1,1,1
ITC4,IT,3349,2016,38.96756907,373037.53,2.912476399,18.102747,10008349,7.4,-0.5,62930.8,6.009273049,147095.9,2.903064693,37400,1,1,1
ITC4,IT,3349,2017,38.96756907,383032.58,2.644101963,18.102747,10019166,6.4,-1,66580,5.636852215,151125.5,2.702586243,38400,1,1,1
ITC4,IT,3349,2018,38.96756907,393500.34,2.696188106,18.102747,10036258,6,-0.4,68070.1,2.213382439,157929.6,4.403874666,39400,1,1,1
ITF1,IT,431,2012,48.67785973,32213.29,-0.099350599,18.99903153,1306416,10.8,2.2,7309.7,15.55013962,12262.9,-3.223225572,24200,1,1,0
ITF1,IT,431,2013,48.67785973,31695.39,-1.620785588,18.99903153,1312507,11.3,0.5,6903,-5.724613353,12039.7,-1.836892151,23800,1,1,0
ITF1,IT,431,2014,48.67785973,31656.84,-0.121700546,18.99903153,1333939,12.6,1.3,5797.7,-17.44948125,12035.4,-0.035721555,23800,1,1,0
ITF1,IT,431,2015,48.67785973,31863.76,0.651507485,18.99903153,1331574,12.6,0,6172.6,6.265885582,12227.6,1.584338461,24100,1,1,1
ITF1,IT,431,2016,48.67785973,31954.43,0.284151152,18.99903153,1326513,12.1,-0.5,5959.5,-3.513355806,12228.8,0.009813382,24300,1,1,1
ITF1,IT,431,2017,48.67785973,32809.52,2.640789182,18.99903153,1322247,11.7,-0.4,6103.3,2.384302357,12544.1,2.545661001,25000,1,1,1
ITF1,IT,431,2018,48.67785973,32969.03,0.484991879,18.99903153,1315196,10.8,-0.9,6160.4,0.9312102,12893.9,2.75038958,25300,1,1,1
ITF2,IT,73,2012,58.08370353,6490.27,-3.180488662,17.95095589,313145,12,2,1272.9,-26.61220687,2342.5,-6.182673658,20700,1,1,0
ITF2,IT,73,2013,58.08370353,6078.4,-6.556262886,17.95095589,313341,15.6,3.6,1200.8,-5.830976056,2290.3,-2.253592178,19400,1,1,0
ITF2,IT,73,2014,58.08370353,6009.55,-1.139163292,17.95095589,314725,15.2,-0.4,1126.8,-6.360624432,2246.1,-1.948743443,19300,1,1,0
ITF2,IT,73,2015,58.08370353,6128.39,1.958220218,17.95095589,313348,14.4,-0.8,1210,7.123860259,2285.5,1.738943987,19700,1,1,1
ITF2,IT,73,2016,58.08370353,6179.32,0.827616034,17.95095589,312027,12.8,-1.6,1145.7,-5.460455569,2345,2.570058311,20000,1,1,1
ITF2,IT,73,2017,58.08370353,6325.46,2.337452619,17.95095589,310449,14.6,1.8,1219.2,6.217910203,2367.8,0.96758521,20600,1,1,1
ITF2,IT,73,2018,58.08370353,6442.67,1.836029123,17.95095589,308493,13,-1.6,1215.3,-0.320394606,2453.4,3.551356362,21100,1,1,1
ITF3,IT,1050,2012,45.38314081,102632.59,-0.352113314,17.85130727,5764424,19.3,3.9,17232.5,-7.539623444,40522.6,-2.831989107,17600,1,1,0
ITF3,IT,1050,2013,45.38314081,100834.8,-1.767198947,17.85130727,5769750,21.5,2.2,15215,-12.45153524,39902.8,-1.541334629,17300,1,1,0
ITF3,IT,1050,2014,45.38314081,101232.96,0.394086138,17.85130727,5869965,21.8,0.3,14638.8,-3.860624539,39806.1,-0.242632999,17400,1,1,0
ITF3,IT,1050,2015,45.38314081,103763.76,2.46923813,17.85130727,5861529,19.8,-2,16410.5,11.42458359,40586,1.940301268,17900,1,1,1
ITF3,IT,1050,2016,45.38314081,105498.56,1.658052671,17.85130727,5850850,20.4,0.6,16518.7,0.657169864,41602.2,2.472987093,18200,1,1,1
ITF3,IT,1050,2017,45.38314081,107717.1,2.08110424,17.85130727,5839084,20.9,0.5,16989.8,2.812009148,42281.8,1.620368293,18700,1,1,1
ITF3,IT,1050,2018,45.38314081,109119.26,1.293306661,17.85130727,5826860,20.4,-0.5,17874.5,5.076195218,43221.7,2.198595053,19000,1,1,1
ITF4,IT,918,2012,38.10683509,72225.25,0.669356463,18.21805029,4050072,15.7,2.5,11819.4,-10.81537074,29928.3,-1.059579106,17600,1,1,0
ITF4,IT,918,2013,38.10683509,70433.04,-2.51272365,18.21805029,4050803,19.8,4.1,10642.9,-10.48492461,28991.9,-3.178804043,17200,1,1,0
ITF4,IT,918,2014,38.10683509,70821.53,0.550057927,18.21805029,4090266,21.5,1.7,10558.1,-0.799966532,28903.5,-0.305378558,17400,1,1,0
ITF4,IT,918,2015,38.10683509,72334.52,2.113841975,18.21805029,4090105,19.7,-1.8,11567.9,9.1340683,29488.8,2.004783519,17800,1,1,1
ITF4,IT,918,2016,38.10683509,73638.33,1.786420795,18.21805029,4077166,19.4,-0.3,11516.1,-0.448796456,30106.4,2.07272435,18300,1,1,1
ITF4,IT,918,2017,38.10683509,74783.61,1.543306511,18.21805029,4063888,18.9,-0.5,11342.1,-1.522458994,30466.6,1.189322787,18600,1,1,1
ITF4,IT,918,2018,38.10683509,76373,2.103048725,18.21805029,4048242,16.1,-2.8,12298.5,8.095583738,31451.2,3.180613662,19100,1,1,1
ITF5,IT,191,2012,47.25172839,11500.7,-0.532373967,20.60476671,577562,14.5,2.6,2183.4,-23.59403184,4256.2,-5.294129427,19900,1,1,0
ITF5,IT,191,2013,47.25172839,11807.8,2.635242696,20.60476671,576194,15.3,0.8,2183.4,0,4184.7,-1.694172663,20500,1,1,0
ITF5,IT,191,2014,47.25172839,11390.16,-3.601050527,20.60476671,578391,14.7,-0.6,2509.8,13.93197738,4217,0.768895798,19800,1,1,0
ITF5,IT,191,2015,47.25172839,12367.81,8.234730473,20.60476671,576619,13.7,-1,2779.3,10.19960287,4547.1,7.536569236,21600,1,1,1
ITF5,IT,191,2016,47.25172839,12322.56,-0.366540077,20.60476671,573694,13.3,-0.4,2704.9,-2.71341544,4630.7,1.821837745,21700,1,1,1
ITF5,IT,191,2017,47.25172839,12448.48,1.016679838,20.60476671,570365,12.8,-0.5,2630,-2.808109685,4641.1,0.224336253,22000,1,1,1
ITF5,IT,191,2018,47.25172839,13066.99,4.849067562,20.60476671,567118,12.5,-0.3,2658.6,1.081582226,4837.6,4.146732287,23300,1,1,1
ITF6,IT,318,2012,56.33917728,32709.18,-1.720949318,18.40665092,1958418,19.4,6.7,6916.7,-12.558063,12949.5,-2.793167139,16600,1,1,0
ITF6,IT,318,2013,56.33917728,32097.05,-1.889164685,18.40665092,1958238,22.3,2.9,6051.2,-13.36821778,12621.7,-2.563962251,16400,1,1,0
ITF6,IT,318,2014,56.33917728,31844.42,-0.790195516,18.40665092,1980533,23.5,1.2,5196.9,-15.21943055,12518.5,-0.821000467,16300,1,1,0
ITF6,IT,318,2015,56.33917728,32118.61,0.857344249,18.40665092,1976631,23,-0.5,5641.7,8.212314456,12545.8,0.217839802,16500,1,1,1
ITF6,IT,318,2016,56.33917728,32666.6,1.691753626,18.40665092,1970521,23.2,0.2,5430.6,-3.813581345,12840.2,2.319492625,16800,1,1,1
ITF6,IT,318,2017,56.33917728,33342.94,2.049290661,18.40665092,1965128,21.6,-1.6,4777.8,-12.80694356,12893.7,0.415794552,17300,1,1,1
ITF6,IT,318,2018,56.33917728,33276.04,-0.200843731,18.40665092,1956687,21.6,0,4821.9,0.918785175,13018.1,0.960187681,17300,1,1,1
ITG1,IT,998,2012,43.72247683,87921.74,-0.405673899,18.19938398,4999854,18.4,4.1,14130,-13.9417257,35596.7,-3.015590304,17400,1,1,0
ITG1,IT,998,2013,43.72247683,86559.95,-1.560986315,18.19938398,4999932,21,2.6,12563.6,-11.74964525,34830,-2.177385255,17100,1,1,0
ITG1,IT,998,2014,43.72247683,84812.65,-2.039253126,18.19938398,5094937,22.2,1.2,12078.7,-3.936017335,34350.6,-1.385959861,16800,1,1,0
ITG1,IT,998,2015,43.72247683,86154.39,1.569621311,18.19938398,5092080,21.4,-0.8,12484.8,3.306833356,34800.2,1.300364813,17200,1,1,1
ITG1,IT,998,2016,43.72247683,86697.56,0.628482106,18.19938398,5074261,22.1,0.7,12490.2,0.043243244,35040.2,0.687283992,17400,1,1,1
ITG1,IT,998,2017,43.72247683,88443.52,1.993841582,18.19938398,5056641,21.5,-0.6,12648.3,1.257848197,35472.4,1.22589555,17800,1,1,1
ITG1,IT,998,2018,43.72247683,88652.46,0.235962552,18.19938398,5026989,21.5,0,13240.8,4.578015285,35687.3,0.603995389,18000,1,1,1
ITG2,IT,492,2012,41.51010678,33346.77,0.073497387,10.61267411,1637846,15.5,1.9,6055.2,-11.77830357,13426.4,-0.730211918,20200,1,0,0
ITG2,IT,492,2013,41.51010678,32453.48,-2.715323679,10.61267411,1640379,17.5,2,5408.1,-11.30195773,13221,-1.541644348,19600,1,0,0
ITG2,IT,492,2014,41.51010678,32510.85,0.176620046,10.61267411,1663859,18.7,1.2,5652.1,4.412932782,13001.7,-1.672635639,19700,1,0,0
ITG2,IT,492,2015,41.51010678,33735.31,3.697118353,10.61267411,1663286,17.4,-1.3,5592.5,-1.060074314,13189.8,1.436368547,20500,1,0,1
ITG2,IT,492,2016,41.51010678,33487.13,-0.73838774,10.61267411,1658138,17.3,-0.1,5609.3,0.299952018,13382.4,1.44966072,20400,1,0,1
ITG2,IT,492,2017,41.51010678,34123.62,1.882862722,10.61267411,1653135,17,-0.3,5581.3,-0.50042104,13597.4,1.593818718,20900,1,0,1
ITG2,IT,492,2018,41.51010678,34695.65,1.662450574,10.61267411,1648176,15.4,-1.6,5486.6,-1.711296833,14142.5,3.930585024,21300,1,0,1
ITH1,IT,226,2012,36.53658172,21599.75,4.115432596,13.7736816,504708,4.1,0.8,4582.5,-4.789089522,8234.9,1.032648387,42400,1,1,0
ITH1,IT,226,2013,36.53658172,21874.32,1.26316055,13.7736816,509626,4.4,0.3,4585.5,0.065445029,8309.4,0.900618383,42600,1,1,0
ITH1,IT,226,2014,36.53658172,22144.03,1.225458816,13.7736816,515714,4.4,0,4641.9,1.222461416,8358.5,0.589158107,42900,1,1,0
ITH1,IT,226,2015,36.53658172,22620.1,2.127095734,13.7736816,518518,3.8,-0.6,4865.2,4.698405958,8590,2.731975084,43600,1,1,1
ITH1,IT,226,2016,36.53658172,23097.72,2.089501981,13.7736816,520891,3.7,-0.1,5086.9,4.456078293,8917.6,3.74281161,44300,1,1,1
ITH1,IT,226,2017,36.53658172,23954.3,3.641393709,13.7736816,524256,3.1,-0.6,5483.7,7.511144791,9344.8,4.679318677,45600,1,1,1
ITH1,IT,226,2018,36.53658172,24990.07,4.233069751,13.7736816,527750,2.9,-0.2,6154.7,11.5435962,9836.1,5.123925218,47300,1,1,1
ITH2,IT,360,2012,44.14819003,18884.59,0.13512198,27.00888019,524877,6.1,1.7,3873.4,-3.7994642,7114.7,-1.889357355,35500,1,1,0
ITH2,IT,360,2013,44.14819003,19375.6,2.566829693,27.00888019,530308,6.5,0.4,3670.7,-5.375029474,7187.2,1.013859991,36200,1,1,0
ITH2,IT,360,2014,44.14819003,19384.64,0.046645739,27.00888019,536237,7,0.5,3499.6,-4.773370332,6990.3,-2.777819234,36100,1,1,0
ITH2,IT,360,2015,44.14819003,19333.75,-0.262872652,27.00888019,537416,6.8,-0.2,3618.5,3.341089907,7078.5,1.253854707,35900,1,1,1
ITH2,IT,360,2016,44.14819003,19657.05,1.658377923,27.00888019,538223,6.9,0.1,3730.9,3.058991609,7199.4,1.693566836,36400,1,1,1
ITH2,IT,360,2017,44.14819003,20063.29,2.045572447,27.00888019,538604,5.7,-1.2,3807,2.019198599,7327.7,1.766399845,37100,1,1,1
ITH2,IT,360,2018,44.14819003,20885.7,4.01729372,27.00888019,539898,4.8,-0.9,4326.5,12.79174237,7622.5,3.944271221,38500,1,1,1
ITH3,IT,1972,2012,39.34261738,145472.24,-1.799244594,19.80686017,4853657,6.4,1.5,27281.9,-13.93224719,57485.4,-0.929641689,29700,1,1,0
ITH3,IT,1972,2013,39.34261738,145522.41,0.034481734,19.80686017,4881756,7.6,1.2,26084.6,-4.487837677,56944.7,-0.945038105,29700,1,1,0
ITH3,IT,1972,2014,39.34261738,147834.5,1.576330945,19.80686017,4926818,7.5,-0.1,25337.5,-2.90595901,57800.5,1.491680469,30100,1,1,0
ITH3,IT,1972,2015,39.34261738,150835.81,2.009848941,19.80686017,4927596,7.1,-0.4,26270.5,3.616112486,59079.2,2.188149045,30800,1,1,1
ITH3,IT,1972,2016,39.34261738,155761.76,3.213576621,19.80686017,4915123,6.8,-0.3,27879,5.942708061,60936.5,3.095342176,31900,1,1,1
ITH3,IT,1972,2017,39.34261738,159951.7,2.654423423,19.80686017,4907529,6.3,-0.5,29672.6,6.235034382,62882.9,3.144192828,32800,1,1,1
ITH3,IT,1972,2018,39.34261738,163005.64,1.891290677,19.80686017,4905037,6.5,0.2,32158.5,8.045274037,65144.7,3.533668288,33400,1,1,1
ITH4,IT,537,2012,40.3614105,34547.66,-3.241415146,18.45981279,1217780,6.8,1.6,7383,-5.736381962,15184.7,-2.461438573,28200,1,1,0
ITH4,IT,537,2013,40.3614105,34859.2,0.89772709,18.45981279,1221860,7.7,0.9,6445.3,-13.58288771,14974.3,-1.395294363,28500,1,1,0
ITH4,IT,537,2014,40.3614105,35078.44,0.626960584,18.45981279,1229363,8,0.3,6253.6,-3.01938851,14844.6,-0.869923558,28700,1,1,0
ITH4,IT,537,2015,40.3614105,36076.43,2.805304678,18.45981279,1227122,8,0,6489.1,3.696654829,15190.6,2.304065275,29600,1,1,1
ITH4,IT,537,2016,40.3614105,36556.63,1.322282158,18.45981279,1221218,7.6,-0.4,6806.2,4.771011527,15500.6,2.020191735,30100,1,1,1
ITH4,IT,537,2017,40.3614105,37388.13,2.249070927,18.45981279,1217872,6.7,-0.9,7219.2,5.891018196,15744.5,1.561236508,30800,1,1,1
ITH4,IT,537,2018,40.3614105,38497.91,2.925067974,18.45981279,1215538,6.7,0,7436.7,2.968305862,16236.6,3.077685527,31800,1,1,1
ITH5,IT,1924,2012,36.6201262,141966.07,-1.372946633,17.21756273,4341240,7,1.8,26844.2,-5.427032205,56494.8,-0.447710145,32200,1,1,0
ITH5,IT,1924,2013,36.6201262,143074.7,0.77787861,17.21756273,4377487,8.4,1.4,26277.9,-2.132150097,56520.7,0.045834422,32300,1,1,0
ITH5,IT,1924,2014,36.6201262,145927.56,1.97434627,17.21756273,4446354,8.4,0,25653.7,-2.404047102,56901.6,0.671651751,32900,1,1,0
ITH5,IT,1924,2015,36.6201262,148780.48,1.93615968,17.21756273,4450508,7.8,-0.6,26081.2,1.652693754,58067.2,2.027750031,33500,1,1,1
ITH5,IT,1924,2016,36.6201262,153170.79,2.908164233,17.21756273,4448146,7,-0.8,27832.2,6.497887553,59510.6,2.455348739,34500,1,1,1
ITH5,IT,1924,2017,36.6201262,157583.36,2.840101476,17.21756273,4448841,6.6,-0.4,30082.6,7.775330772,62112.9,4.279924889,35500,1,1,1
ITH5,IT,1924,2018,36.6201262,161177.73,2.255308107,17.21756273,4452629,5.9,-0.7,31292.1,3.941873801,64182.5,3.277689103,36200,1,1,1
ITI1,IT,1756,2012,39.76418561,107566.48,-0.497188614,17.63683729,3667780,7.8,1.4,18065.3,-11.02727884,40144.4,-1.229937669,28800,1,1,0
ITI1,IT,1756,2013,39.76418561,106707.54,-0.80172538,17.63683729,3692828,8.7,0.9,17293.7,-4.365069783,40000.1,-0.360099959,28500,1,1,0
ITI1,IT,1756,2014,39.76418561,108725.23,1.873205268,17.63683729,3750511,10.1,1.4,17737,2.531057989,40030.7,0.076470563,29100,1,1,0
ITI1,IT,1756,2015,39.76418561,109850.44,1.029593037,17.63683729,3752654,9.2,-0.9,17562.3,-0.989829409,40858.6,2.047066573,29400,1,1,1
ITI1,IT,1756,2016,39.76418561,112284.25,2.191379829,17.63683729,3744398,9.5,0.3,18213,3.638106569,42148.4,3.10793986,30200,1,1,1
ITI1,IT,1756,2017,39.76418561,114675.42,2.107210042,17.63683729,3742437,8.6,-0.9,18774.6,3.036926768,43232.5,2.539580316,30900,1,1,1
ITI1,IT,1756,2018,39.76418561,117431.53,2.374973733,17.63683729,3736968,7.4,-1.2,19488.4,3.731452427,44963.3,3.925407425,31700,1,1,1
ITI2,IT,132,2012,42.13931869,21810.98,-2.786099521,15.32683857,883215,9.5,3.1,4167,-12.93258976,8492.8,-2.791310909,24500,1,1,0
ITI2,IT,132,2013,42.13931869,21452.99,-1.654948312,15.32683857,886239,10.3,0.8,3935.6,-5.713300443,8440.9,-0.612980772,24000,1,1,0
ITI2,IT,132,2014,42.13931869,21061.5,-1.841730036,15.32683857,896742,11.3,1,3484.3,-12.17961848,8249.5,-2.293634554,23700,1,1,0
ITI2,IT,132,2015,42.13931869,21638.94,2.704774017,15.32683857,894762,10.5,-0.8,3522.7,1.096057783,8369,1.43818106,24400,1,1,1
ITI2,IT,132,2016,42.13931869,21744.99,0.488891676,15.32683857,891181,9.6,-0.9,3765.9,6.675913547,8504.7,1.608454881,24600,1,1,1
ITI2,IT,132,2017,42.13931869,22264.3,2.360111263,15.32683857,888908,10.6,1,3909.4,3.739703303,8695.8,2.222119862,25300,1,1,1
ITI2,IT,132,2018,42.13931869,22939.39,2.987102144,15.32683857,884640,9.2,-1.4,4253,8.424070673,9031.4,3.78672437,26200,1,1,1
ITI3,IT,573,2012,41.87535651,39243.68,-2.163305322,21.85909486,1540688,9.1,2.3,6282,-15.08021955,15262.7,-0.688849607,25300,1,1,0
ITI3,IT,573,2013,41.87535651,38722.87,-1.336003059,21.85909486,1545155,11,1.9,5917.4,-5.979123788,15043.3,-1.447923402,25000,1,1,0
ITI3,IT,573,2014,41.87535651,39638.75,2.33767936,21.85909486,1553138,10.1,-0.9,5845,-1.231056831,15085.5,0.280130822,25600,1,1,0
ITI3,IT,573,2015,41.87535651,39890.41,0.632876897,21.85909486,1550796,10,-0.1,5798.1,-0.805631725,15333.3,1.629291634,25900,1,1,1
ITI3,IT,573,2016,41.87535651,40630.63,1.838627153,21.85909486,1543752,10.6,0.6,6181.9,6.409538991,15696.4,2.340445279,26500,1,1,1
ITI3,IT,573,2017,41.87535651,41526.18,2.180185605,21.85909486,1538055,10.6,0,6452.2,4.279549034,16088.7,2.468577552,27200,1,1,1
ITI3,IT,573,2018,41.87535651,42233.76,1.68958295,21.85909486,1531753,8.1,-2.5,6755.6,4.595063264,16664.3,3.515154446,27700,1,1,1
ITI4,IT,1602,2012,37.706072,186655.11,-2.678085063,18.46846104,5500022,10.6,1.8,32749.8,-2.332298305,74498.4,-1.688519301,33100,1,1,0
ITI4,IT,1602,2013,37.706072,184287.17,-1.276733494,18.46846104,5557276,12,1.4,30192.4,-8.130661811,73820.3,-0.914388711,32300,1,1,0
ITI4,IT,1602,2014,37.706072,184996.56,0.384198282,18.46846104,5870451,12.5,0.5,29842.3,-1.166338697,74183.7,0.491068796,32300,1,1,0
ITI4,IT,1602,2015,37.706072,185551.06,0.299286993,18.46846104,5892425,11.8,-0.7,30086.7,0.815636353,75900.6,2.288014002,32300,1,1,1
ITI4,IT,1602,2016,37.706072,193396.16,4.141062736,18.46846104,5888472,11.2,-0.6,30797,2.3334069,78046.5,2.78802134,33500,1,1,1
ITI4,IT,1602,2017,37.706072,196334.97,1.508150351,18.46846104,5898124,10.7,-0.5,32712.7,6.034609907,79591.7,1.960501315,34000,1,1,1
ITI4,IT,1602,2018,37.706072,199257.86,1.477753371,18.46846104,5896693,11.2,0.5,33369.5,1.987892742,81781.3,2.713879506,34500,1,1,1
LU00,LU,181,2012,10.42156769,46526.24,4.850212091,10.27537425,524853,5.1,0.2,8922.58,4.664074393,21904.33,3.705732791,87500,1,0,0
LU00,LU,181,2013,10.42156769,49094.49,5.373035403,10.27537425,537039,5.9,0.8,9060.03,1.528728887,22980.06,4.794254921,90000,1,0,0
LU00,LU,181,2014,10.42156769,51791.32,5.347575911,10.27537425,549680,5.9,0,9918.94,9.057362944,24041.54,4.515628413,92800,1,0,0
LU00,LU,181,2015,10.42156769,54142.3,4.439319808,10.27537425,562958,6.7,0.8,9371.74,-5.67472827,25058.09,4.141356197,95100,1,0,1
