NUTS2,Country,Number of branches and banks,Year,Exposure_1,NUTS2_GDP,NUTS2_GDP_G,Exposure,NUTS2_POP,NUTS2_UNE,NUTS2_UNE_G,NUTS2_GFCF,NUTS2_GFCF_G,NUTS2_COMP,NUTS2_COMP_G,NUTS2_GPC,treat_50,treat_75,app_dummy
LU00,LU,181,2016,10.42156769,56208.07,3.744457516,10.27537425,576249,6.3,-0.4,9715.47,3.60206824,25994.45,3.668632421,96200,1,0,1
LU00,LU,181,2017,10.42156769,58168.78,3.42884438,10.27537425,590667,5.5,-0.8,10360.63,6.429358534,27765.46,6.590974848,97400,1,0,1
LU00,LU,181,2018,10.42156769,60362.21,3.701446219,10.27537425,602005,5.6,0.1,9818.89,-5.370496444,29614.24,6.446252455,99100,1,0,1
NL11,NL,12,2012,6.631676401,27089.11,4.010415924,6.631676401,580875,7,0.2,3482.67,-0.492944121,9205,1.158229731,46600,1,0,0
NL11,NL,12,2013,6.631676401,27919.3,3.018640384,6.631676401,581705,8.3,1.3,3250.66,-6.894118834,9299,1.016005281,48000,1,0,0
NL11,NL,12,2014,6.631676401,26144.49,-6.567974509,6.631676401,582728,8.6,0.3,3602.6,10.27977544,9389,0.963192378,44800,1,0,0
NL11,NL,12,2015,6.631676401,24958.03,-4.644284675,6.631676401,583942,9.1,0.5,5666,45.28275944,9450,0.647595023,42700,1,0,1
NL11,NL,12,2016,6.631676401,23459.71,-6.191113242,6.631676401,583721,8.2,-0.9,5271,-7.226330354,9864,4.287702436,40200,1,0,1
NL11,NL,12,2017,6.631676401,24035.61,2.4251999,6.631676401,583581,7.2,-1,4686,-11.76407578,10160,2.956667629,41200,1,0,1
NL11,NL,12,2018,6.631676401,24557.25,2.147064565,6.631676401,582944,5.5,-1.7,5711,19.78147996,10559,3.852013467,42100,1,0,1
NL12,NL,12,2012,6.631676401,18128.36,-0.414950461,6.631676401,647214,6.4,1.3,3718.99,2.260370394,8863,0.112892313,28000,1,0,0
NL12,NL,12,2013,6.631676401,18068.5,-0.330747223,6.631676401,646862,8.4,2,4558.18,20.3471295,8718,-1.649545394,27900,1,0,0
NL12,NL,12,2014,6.631676401,18333.12,1.453916949,6.631676401,646317,7.9,-0.5,4306.63,-5.676772533,8781,0.720044256,28400,1,0,0
NL12,NL,12,2015,6.631676401,18208.38,-0.682733246,6.631676401,646257,7.9,0,4246,-1.417833244,8789,0.09106432,28200,1,0,1
NL12,NL,12,2016,6.631676401,18429.68,1.208048086,6.631676401,646040,6.7,-1.2,4158,-2.094317385,9120,3.69688645,28500,1,0,1
NL12,NL,12,2017,6.631676401,19100.62,3.575838672,6.631676401,646874,5.6,-1.1,4206,1.147788784,9369,2.693656288,29500,1,0,1
NL12,NL,12,2018,6.631676401,19989.08,4.546532918,6.631676401,647268,4.7,-0.9,4470,6.087633134,9804,4.53840987,30900,1,0,1
NL13,NL,11,2012,5.717765,13906.26,0.826343568,5.717765,490807,6.4,1.1,2719.43,8.099249968,6995,0.358038335,28400,0,0,0
NL13,NL,11,2013,5.717765,13957.43,0.36728845,5.717765,489918,7.1,0.7,2847.6,4.605423472,6918,-1.10688976,28500,0,0,0
NL13,NL,11,2014,5.717765,13981.63,0.173234218,5.717765,488988,7.3,0.2,2659.1,-6.848881457,7077,2.272337858,28600,0,0,0
NL13,NL,11,2015,5.717765,13848.28,-0.958328795,5.717765,488576,7.5,0.2,2915,9.188210013,7045,-0.453194374,28300,0,0,1
NL13,NL,11,2016,5.717765,13916.27,0.489762203,5.717765,488629,6.5,-1,2999,2.840907996,7076,0.439063095,28400,0,0,1
NL13,NL,11,2017,5.717765,14423.37,3.579114851,5.717765,491792,5,-1.5,2728,-9.471015979,7257,2.5257744,29300,0,0,1
NL13,NL,11,2018,5.717765,15166.14,5.021550367,5.717765,492100,4.2,-0.8,3201,15.9894521,7537,3.785770457,30800,0,0,1
NL21,NL,28,2012,6.415017805,35938.15,-2.138407897,6.415017805,1137668,5.6,0.7,7234.86,-11.53661876,19233,0.458596874,31600,0,0,0
NL21,NL,28,2013,6.415017805,36283.34,0.95592774,6.415017805,1139350,7.2,1.6,6938.58,-4.181386688,19223,-0.05200749,31800,0,0,0
NL21,NL,28,2014,6.415017805,37108.16,2.247820877,6.415017805,1139697,7.3,0.1,7178.02,3.392643638,19304,0.420484955,32600,0,0,0
NL21,NL,28,2015,6.415017805,37913.85,2.147958917,6.415017805,1140652,6.9,-0.4,7444,3.638475977,19339,0.181145406,33200,0,0,1
NL21,NL,28,2016,6.415017805,39497.11,4.091102398,6.415017805,1144280,6.2,-0.7,7766,4.234689253,20089,3.80486192,34500,0,0,1
NL21,NL,28,2017,6.415017805,41182.54,4.178687545,6.415017805,1147687,5.1,-1.1,7496,-3.538568637,20819,3.569362971,35800,0,0,1
NL21,NL,28,2018,6.415017805,43503.75,5.483276115,6.415017805,1151501,3.7,-1.4,8596,13.69274338,21914,5.125967069,37700,0,0,1
NL22,NL,73,2012,6.157873309,65303.68,-1.51378873,6.157873309,2010745,5.3,0.6,13590.21,-10.0600714,34452,1.082700667,32400,0,0,0
NL22,NL,73,2013,6.157873309,65765.91,0.705322899,6.157873309,2015791,6.6,1.3,13524.51,-0.484608571,34273,-0.520917875,32600,0,0,0
NL22,NL,73,2014,6.157873309,67403.17,2.459043048,6.157873309,2019692,6.9,0.3,13975.18,3.277930423,34522,0.723892979,33300,0,0,0
NL22,NL,73,2015,6.157873309,68832.42,2.098280543,6.157873309,2026578,6.3,-0.6,13044,-6.895464117,34577,0.159191918,33900,0,0,1
NL22,NL,73,2016,6.157873309,71082.08,3.216041078,6.157873309,2035351,5.6,-0.7,13721,5.059924801,35698,3.190594367,34800,0,0,1
NL22,NL,73,2017,6.157873309,74524.67,4.729494585,6.157873309,2047901,4.5,-1.1,13997,1.9915515,37019,3.633662955,36300,0,0,1
NL22,NL,73,2018,6.157873309,78192.99,4.804979008,6.157873309,2060103,3.3,-1.2,16702,17.66854518,38627,4.252021946,37800,0,0,1
NL31,NL,43,2012,5.991389584,59769.71,0.384444101,5.991389584,1237117,5.2,1,10549.23,-15.30381317,30598,1.86711675,48200,0,0,0
NL31,NL,43,2013,5.991389584,60623.76,1.418788455,5.991389584,1245294,6.4,1.2,9946.89,-5.879293198,30810,0.690466526,48500,0,0,0
NL31,NL,43,2014,5.991389584,61711.47,1.778291771,5.991389584,1253672,6.4,0,10325.89,3.739439418,30849,0.126502231,49000,0,0,0
NL31,NL,43,2015,5.991389584,63145.29,2.296844854,5.991389584,1263572,6.4,0,12406,18.35258929,30809,-0.129747983,49800,0,0,1
NL31,NL,43,2016,5.991389584,64514.47,2.145127803,5.991389584,1273613,5,-1.4,13391,7.640261296,31612,2.572994026,50400,0,0,1
NL31,NL,43,2017,5.991389584,68226.23,5.593955529,5.991389584,1284504,4.2,-0.8,13402,0.082111004,33373,5.421039449,52900,0,0,1
NL31,NL,43,2018,5.991389584,71922.93,5.276603403,5.991389584,1295484,3.4,-0.8,15741,16.08648238,34954,4.628572151,55300,0,0,1
NL32,NL,99,2012,7.605607801,131496.69,0.419008815,7.539461721,2709822,5.4,0.4,20861.07,-5.64799134,63992,1.152066557,48400,1,0,0
NL32,NL,99,2013,7.605607801,135055.27,2.670242186,7.539461721,2724300,7.2,1.8,20989.14,0.61204185,65113,1.736614651,49400,1,0,0
NL32,NL,99,2014,7.605607801,140768.95,4.143579177,7.539461721,2741369,6.9,-0.3,22167.01,5.459998649,66609,2.271548149,51200,1,0,0
NL32,NL,99,2015,7.605607801,146560.64,4.031937389,7.539461721,2761929,6.2,-0.7,25760,15.02177536,67886,1.899012419,52900,1,0,1
NL32,NL,99,2016,7.605607801,152850.18,4.201895823,7.539461721,2784854,5.5,-0.7,30353,16.40724582,70105,3.216429043,54600,1,0,1
NL32,NL,99,2017,7.605607801,159336.6,4.156071974,7.539461721,2809483,4.5,-1,32181,5.848085688,72681,3.60858842,56500,1,0,1
NL32,NL,99,2018,7.605607801,168862.39,5.806517717,7.539461721,2831182,3.8,-0.7,30680,-4.776523978,77141,5.955491376,59400,1,0,1
NL33,NL,75,2012,6.811761041,142136.55,1.361368122,6.811761041,3552407,6.9,1.3,27681.76,-9.926276047,72050,1.851878834,39900,1,0,0
NL33,NL,75,2013,6.811761041,142384.89,0.174566854,6.811761041,3563935,8,1.1,30972.55,11.23276158,71831,-0.30441847,39900,1,0,0
NL33,NL,75,2014,6.811761041,143220.62,0.585235478,6.811761041,3577032,8.4,0.4,27089.24,-13.39647273,72413,0.806970353,39900,1,0,0
NL33,NL,75,2015,6.811761041,148116.63,3.361376539,6.811761041,3600011,7.8,-0.6,59793,79.17519962,72673,0.3584085,41000,1,0,1
NL33,NL,75,2016,6.811761041,151492.25,2.253446456,6.811761041,3622303,7.1,-0.7,32261,-61.70295269,74710,2.76440257,41700,1,0,1
NL33,NL,75,2017,6.811761041,155893.38,2.863784352,6.811761041,3650222,5.6,-1.5,33548,3.911817877,76584,2.477422566,42500,1,0,1
NL33,NL,75,2018,6.811761041,162089.48,3.897621638,6.811761041,3681044,4.3,-1.3,34267,2.120554281,79722,4.015740519,43900,1,0,1
NL34,NL,10,2012,6.769895539,11685.15,-1.030431831,6.769895539,381407,3.5,0.3,2956.71,-11.81020331,5736,0.752475333,30700,1,0,0
NL34,NL,10,2013,6.769895539,11712.31,0.232162057,6.769895539,381077,5,1.5,2554.98,-14.60327679,5698,-0.664686722,30700,1,0,0
NL34,NL,10,2014,6.769895539,11964.11,2.127090953,6.769895539,380621,5.4,0.4,2599.13,1.713237781,5741,0.751817511,31400,1,0,0
NL34,NL,10,2015,6.769895539,12363.43,3.283158665,6.769895539,380726,5.3,-0.1,2787,6.978897485,5725,-0.279086175,32400,1,0,1
NL34,NL,10,2016,6.769895539,12630.86,2.140010427,6.769895539,381252,3.9,-1.4,3259,15.64546514,5873,2.55230271,33200,1,0,1
NL34,NL,10,2017,6.769895539,12945,2.456658731,6.769895539,381568,2.9,-1,2710,-18.4471765,5988,1.939189002,33900,1,0,1
NL34,NL,10,2018,6.769895539,13791.66,6.335444844,6.769895539,382304,2.7,-0.2,3549,26.97172388,6305,5.158550286,36000,1,0,1
NL41,NL,72,2012,6.088515407,94516.56,0.447758634,6.088515407,2463686,5.3,0.7,18846.91,-5.731816791,47941,1.481477446,38300,0,0,0
NL41,NL,72,2013,6.088515407,94943.59,0.450786852,6.088515407,2471011,6.7,1.4,18880.97,0.180556179,48015,0.154237389,38400,0,0,0
NL41,NL,72,2014,6.088515407,97521.62,2.679117125,6.088515407,2479274,7,0.3,17997.03,-4.794779223,48687,1.389859191,39300,0,0,0
NL41,NL,72,2015,6.088515407,101630.4,4.126860598,6.088515407,2488751,6.5,-0.5,18384,2.127397682,49187,1.021730694,40700,0,0,1
NL41,NL,72,2016,6.088515407,104696.69,2.972480025,6.088515407,2498749,5.3,-1.2,19941,8.129719262,50900,3.423356261,41800,0,0,1
NL41,NL,72,2017,6.088515407,110427.45,5.3291241,6.088515407,2512531,4.2,-1.1,21586,7.926704268,53109,4.248348185,43800,0,0,1
NL41,NL,72,2018,6.088515407,115560.78,4.543788107,6.088515407,2528286,3.5,-0.7,22871,5.782477608,55531,4.459501796,45600,0,0,1
NL42,NL,17,2012,6.575596142,36351.84,-0.839586596,6.575596142,1123075,5.4,0.6,6979.41,-1.051986416,19009,1.339885,32400,1,0,0
NL42,NL,17,2013,6.575596142,36967.41,1.679189201,6.575596142,1121891,7.4,2,6732.77,-3.597773711,19075,0.346602595,33000,1,0,0
NL42,NL,17,2014,6.575596142,37430.16,1.244008286,6.575596142,1120006,7.4,0,6727.75,-0.074588504,19031,-0.230934864,33400,1,0,0
NL42,NL,17,2015,6.575596142,38976.36,4.047851194,6.575596142,1117941,6.3,-1.1,7513,11.03940896,19001,-0.157761917,34900,1,0,1
NL42,NL,17,2016,6.575596142,40972.2,4.993847945,6.575596142,1116260,5.7,-0.6,7821,4.017757023,19608,3.144603687,36700,1,0,1
NL42,NL,17,2017,6.575596142,42599.55,3.894990189,6.575596142,1117546,4.8,-0.9,8753,11.25840751,20305,3.492951491,38100,1,0,1
NL42,NL,17,2018,6.575596142,44277.03,3.862234258,6.575596142,1117198,3.4,-1.4,8794,0.467317201,21263,4.610131189,39600,1,0,1
PT11,PT,864,2012,13.82319192,48345.47,-3.02986687,13.93804703,3687224,16.3,3.1,8362.65,-11.36715629,21975.25,-7.088784512,13100,1,1,0
PT11,PT,864,2013,13.82319192,49397.69,2.153113629,13.93804703,3666234,17.4,1.1,8133.45,-2.779017472,22321.3,1.562455947,13500,1,1,0
PT11,PT,864,2014,13.82319192,50782.14,2.7641056,13.93804703,3644195,15,-2.4,8346.54,2.586189394,22705.2,1.70525936,14000,1,1,0
PT11,PT,864,2015,13.82319192,52770.63,3.841006798,13.93804703,3621785,13.8,-1.2,8778.21,5.04254327,23402.96,3.026853695,14600,1,1,1
PT11,PT,864,2016,13.82319192,55077.73,4.279067428,13.93804703,3603778,12.2,-1.6,9137.09,4.00694396,24482.96,4.511485528,15300,1,1,1
PT11,PT,864,2017,13.82319192,57652.65,4.569075247,13.93804703,3584575,9.8,-2.4,10441.49,13.34453385,26099.43,6.393610964,16100,1,1,1
PT11,PT,864,2018,13.82319192,60909.74,5.495688355,13.93804703,3576205,7.4,-2.4,11118.58,6.283029025,27842.78,6.466021179,17000,1,1,1
PT15,PT,138,2012,12.35527585,7164.79,-2.929402864,12.3560411,446140,17.9,2.3,1180.07,-38.92247303,2757.09,-9.605541799,16100,1,0,0
PT15,PT,138,2013,12.35527585,7244.39,1.104862452,12.3560411,444390,17.1,-0.8,1034.72,-13.14429,2747.2,-0.359356453,16300,1,0,0
PT15,PT,138,2014,12.35527585,7508.84,3.58536169,12.3560411,442358,14.6,-2.5,1116.57,7.613062754,2797.57,1.816897207,17000,1,0,0
PT15,PT,138,2015,12.35527585,7880.99,4.837253737,12.3560411,441468,12.6,-2,1215.85,8.518193441,2898.53,3.545252869,17800,1,0,1
PT15,PT,138,2016,12.35527585,8507.83,7.653338545,12.3560411,441929,9.3,-3.3,1214.4,-0.119329301,3101.06,6.75402766,19300,1,0,1
PT15,PT,138,2017,12.35527585,9223.7,8.078934264,12.3560411,441469,7.8,-1.5,1429.12,16.28087426,3374.93,8.463059484,20900,1,0,1
PT15,PT,138,2018,12.35527585,9729.59,5.3395499,12.3560411,439617,6.4,-1.4,1600.88,11.34946078,3665.36,8.255197361,22200,1,0,1
PT16,PT,704,2012,13.10562158,31554.76,-3.473002155,13.16744279,2316169,12.1,1.7,4912.35,-16.02348283,13508.53,-8.460370404,13700,1,0,0
PT16,PT,704,2013,13.10562158,31999.34,1.399082835,13.16744279,2298938,11.8,-0.3,4680.45,-4.835818322,13627.26,0.875086059,14000,1,0,0
PT16,PT,704,2014,13.10562158,32438.39,1.362732034,13.16744279,2281164,10.9,-0.9,4805.49,2.636475518,13796.32,1.232969158,14300,1,0,0
PT16,PT,704,2015,13.10562158,33923.55,4.476686554,13.16744279,2263992,9.5,-1.4,5239.9,8.654339985,14236.01,3.137278016,15000,1,0,1
PT16,PT,704,2016,13.10562158,35246.15,3.824683997,13.16744279,2256364,8.6,-0.9,5304.53,1.22587583,14671.66,3.014307176,15700,1,0,1
PT16,PT,704,2017,13.10562158,36823.21,4.377204945,13.16744279,2243934,7.1,-1.5,6343.39,17.88521534,15520.98,5.627491524,16500,1,0,1
PT16,PT,704,2018,13.10562158,38474.43,4.386551192,13.16744279,2231346,5.8,-1.3,6816.36,7.191227917,16494.23,6.081796569,17300,1,0,1
PT17,PT,700,2012,12.39249287,62528.74,-5.922477516,12.39134443,2827050,17.7,3.5,8710.57,-17.89556131,29219.55,-7.736454542,22200,1,0,0
PT17,PT,700,2013,12.39249287,62955.03,0.679437094,12.39134443,2818388,18.6,0.9,8258.04,-5.33499595,29602.57,1.302317609,22400,1,0,0
PT17,PT,700,2014,12.39249287,63145.81,0.302583465,12.39134443,2807525,15,-3.6,8632.87,4.43897394,29081.98,-1.77424435,22500,1,0,0
PT17,PT,700,2015,12.39249287,64897.1,2.735644195,12.39134443,2809168,13.1,-1.9,9400.85,8.522310008,29722.84,2.179703545,23100,1,0,1
PT17,PT,700,2016,12.39249287,66942.3,3.102811574,12.39134443,2812678,11.9,-1.2,10268.76,8.830616591,30571.83,2.816322289,23800,1,0,1
PT17,PT,700,2017,12.39249287,70359.44,4.978590645,12.39134443,2821349,9.5,-2.4,11183.72,8.535287278,32297.61,5.491423696,24900,1,0,1
PT17,PT,700,2018,12.39249287,73602.66,4.506420562,12.39134443,2833679,7.5,-2,12641.08,12.24926787,34367.11,6.210676869,25900,1,0,1
PT18,PT,196,2012,11.81582689,10946.68,-5.217541022,11.78629253,754385,16.2,3.6,2266.99,-39.09998015,4403.81,-8.823532476,14600,1,0,0
PT18,PT,196,2013,11.81582689,10952.63,0.054339613,11.78629253,748699,17.1,0.9,2000.82,-12.48958639,4405.79,0.044950963,14700,1,0,0
PT18,PT,196,2014,11.81582689,11165.24,1.922577074,11.78629253,743306,14.5,-2.6,2052.64,2.556967299,4493.13,1.96299786,15100,1,0,0
PT18,PT,196,2015,11.81582689,11952.33,6.812085764,11.78629253,733370,13.5,-1,2160.92,5.140728742,4575.01,1.805932095,16400,1,0,1
PT18,PT,196,2016,11.81582689,12124.42,1.429536218,11.78629253,724391,12.2,-1.3,1858.9,-15.0549142,4694.06,2.56889951,16800,1,0,1
PT18,PT,196,2017,11.81582689,12845.39,5.776339148,11.78629253,718087,8.5,-3.7,2202.71,16.97035055,4936.51,5.036072417,18000,1,0,1
PT18,PT,196,2018,11.81582689,13097.45,1.943256266,11.78629253,711950,7.3,-1.2,2392.87,8.280506186,5221.42,5.611079176,18500,1,0,1
PT20,PT,83,2012,9.775965205,3569.44,-4.192497649,9.745048216,247194,15.3,3.9,633.29,-8.429830403,1571.78,-10.50098962,14400,1,0,0
PT20,PT,83,2013,9.775965205,3652.81,2.308801367,9.745048216,247549,17.1,1.8,541.07,-15.73797926,1619.13,2.968023285,14800,1,0,0
PT20,PT,83,2014,9.775965205,3685.83,0.899900331,9.745048216,247440,16.4,-0.7,493.96,-9.109411825,1616.95,-0.134730929,14900,1,0,0
PT20,PT,83,2015,9.775965205,3824.28,3.687447654,9.745048216,246353,12.8,-3.6,542.91,9.448901809,1676.57,3.620838105,15500,1,0,1
PT20,PT,83,2016,9.775965205,3973.06,3.816636439,9.745048216,245766,11.2,-1.6,544.39,0.272234142,1729.7,3.119794336,16200,1,0,1
PT20,PT,83,2017,9.775965205,4110.58,3.402755912,9.745048216,245283,9,-2.2,596.47,9.136304513,1807.07,4.375876603,16800,1,0,1
PT20,PT,83,2018,9.775965205,4284.64,4.147239674,9.745048216,243862,8.6,-0.4,631.74,5.74489702,1885.62,4.254993019,17600,1,0,1
PT30,PT,85,2012,11.40527379,4062.75,-8.882357107,11.39425259,264236,17.5,3.8,564.83,-66.68224363,1792.98,-11.1251173,15400,1,0,0
PT30,PT,85,2013,11.40527379,4143.44,1.966627647,11.39425259,263091,18.2,0.7,501.11,-11.96991631,1781.78,-0.626617543,15800,1,0,0
PT30,PT,85,2014,11.40527379,4202.3,1.410563376,11.39425259,261313,15.2,-3,562.77,11.60453811,1767.39,-0.810898258,16200,1,0,0
PT30,PT,85,2015,11.40527379,4313.16,2.603881968,11.39425259,258686,14.9,-0.3,546.34,-2.962952635,1805.3,2.12229009,16700,1,0,1
PT30,PT,85,2016,11.40527379,4477.62,3.742084114,11.39425259,256424,13,-1.9,563.6,3.110328746,1874.35,3.753514969,17500,1,0,1
PT30,PT,85,2017,11.40527379,4783.57,6.60954744,11.39425259,254876,10.6,-2.4,684.75,19.47090281,1967.81,4.86593166,18800,1,0,1
PT30,PT,85,2018,11.40527379,4940.38,3.225512165,11.39425259,254368,9,-1.6,749.84,9.08060423,2067.29,4.931732156,19400,1,0,1
SK01,SK,15,2012,13.86244563,20383.51,0.719238057,13.41217584,606537,5.7,-0.1,6040.51,1.21352304,7940.44,3.678211142,33400,1,1,0
SK01,SK,15,2013,13.86244563,21267.98,4.247641462,13.41217584,612682,6.4,0.7,7120.24,16.44529873,7969.77,0.368694483,34600,1,1,0
SK01,SK,15,2014,13.86244563,21448.08,0.843247562,13.41217584,618380,6,-0.4,5804.85,-20.42476577,8258.53,3.559097143,34500,1,1,0
SK01,SK,15,2015,13.86244563,22811.95,6.164939058,13.41217584,625167,5.7,-0.3,6440.46,10.39061911,8750.62,5.787794941,36300,1,1,1
SK01,SK,15,2016,13.86244563,23401.22,2.550363629,13.41217584,633288,5.1,-0.6,6189.35,-3.976989303,9250.91,5.559737006,36700,1,1,1
SK01,SK,15,2017,13.86244563,24254.4,3.580988647,13.41217584,641892,4.2,-0.9,6589.29,6.261553061,10036.55,8.151150465,37500,1,1,1
SK01,SK,15,2018,13.86244563,25570.57,5.284403658,13.41217584,650838,2.9,-1.3,7294.51,10.16764067,10773.16,7.082442603,39000,1,1,1
