NUTS2,Country,Year,Exposure,NUTS2_GDP,NUTS2_GDP_G,NUTS2_POP,NUTS2_UNE,NUTS2_UNE_G,NUTS2_GFCF,NUTS2_GFCF_G,NUTS2_COMP,NUTS2_COMP_G,NUTS2_GPC,treat_50,treat_75,app_dummy
PT16,PT,2013,35.66492884,31999.34,1.399082835,2298938,11.8,-0.3,4680.45,-4.835818322,13627.26,0.875086059,14000,1,1,0
PT16,PT,2014,35.66492884,32438.39,1.362732034,2281164,10.9,-0.9,4805.49,2.636475518,13796.32,1.232969158,14300,1,1,0
PT16,PT,2015,35.66492884,33923.55,4.476686554,2263992,9.5,-1.4,5239.9,8.654339985,14236.01,3.137278016,15000,1,1,1
PT16,PT,2016,35.66492884,35246.15,3.824683997,2256364,8.6,-0.9,5304.53,1.22587583,14671.66,3.014307176,15700,1,1,1
PT16,PT,2017,35.66492884,36823.21,4.377204945,2243934,7.1,-1.5,6343.39,17.88521534,15520.98,5.627491524,16500,1,1,1
PT16,PT,2018,35.66492884,38474.43,4.386551192,2231346,5.8,-1.3,6816.36,7.191227917,16494.23,6.081796569,17300,1,1,1
PT17,PT,2012,8.370538634,62528.74,-5.922477516,2827050,17.7,3.5,8710.57,-17.89556131,29219.55,-7.736454542,22200,1,0,0
PT17,PT,2013,8.370538634,62955.03,0.679437094,2818388,18.6,0.9,8258.04,-5.33499595,29602.57,1.302317609,22400,1,0,0
PT17,PT,2014,8.370538634,63145.81,0.302583465,2807525,15,-3.6,8632.87,4.43897394,29081.98,-1.77424435,22500,1,0,0
PT17,PT,2015,8.370538634,64897.1,2.735644195,2809168,13.1,-1.9,9400.85,8.522310008,29722.84,2.179703545,23100,1,0,1
PT17,PT,2016,8.370538634,66942.3,3.102811574,2812678,11.9,-1.2,10268.76,8.830616591,30571.83,2.816322289,23800,1,0,1
PT17,PT,2017,8.370538634,70359.44,4.978590645,2821349,9.5,-2.4,11183.72,8.535287278,32297.61,5.491423696,24900,1,0,1
PT17,PT,2018,8.370538634,73602.66,4.506420562,2833679,7.5,-2,12641.08,12.24926787,34367.11,6.210676869,25900,1,0,1
SI04,SI,2012,9.583520814,20274.74,-2.083569878,956300,7.6,0.6,3570.45,-10.15250809,10599.02,-2.112629064,21200,1,0,0
SI04,SI,2013,9.583520814,20357.47,0.407214445,961623,8.7,1.1,3423.8,-4.194059291,10369.61,-2.188213097,21100,1,0,0
SI04,SI,2014,9.583520814,21054.05,3.364501997,966376,8.2,-0.5,3534.66,3.186606832,10558.27,1.803002605,21800,1,0,0
SI04,SI,2015,9.583520814,21767.25,3.331360597,969329,7.5,-0.7,3867.44,8.997567577,10833.09,2.569589978,22400,1,0,1
SI04,SI,2016,9.583520814,22755.53,4.440164614,971995,7.1,-0.4,3775.49,-2.406261384,11469.55,5.709035871,23400,1,0,1
SI04,SI,2017,9.583520814,24288.67,6.520179369,974736,6.4,-0.7,4164.18,9.798920188,12189.63,6.088989269,24900,1,0,1
SI04,SI,2018,9.583520814,25981.18,6.736244329,977163,4.8,-1.6,4531.7,8.457776755,13169.39,7.730960701,26500,1,0,1
SK01,SK,2012,20.39936806,20383.51,0.719238057,606537,5.7,-0.1,6040.51,1.21352304,7940.44,3.678211142,33400,1,1,0
SK01,SK,2013,20.39936806,21267.98,4.247641462,612682,6.4,0.7,7120.24,16.44529873,7969.77,0.368694483,34600,1,1,0
SK01,SK,2014,20.39936806,21448.08,0.843247562,618380,6,-0.4,5804.85,-20.42476577,8258.53,3.559097143,34500,1,1,0
SK01,SK,2015,20.39936806,22811.95,6.164939058,625167,5.7,-0.3,6440.46,10.39061911,8750.62,5.787794941,36300,1,1,1
SK01,SK,2016,20.39936806,23401.22,2.550363629,633288,5.1,-0.6,6189.35,-3.976989303,9250.91,5.559737006,36700,1,1,1
SK01,SK,2017,20.39936806,24254.4,3.580988647,641892,4.2,-0.9,6589.29,6.261553061,10036.55,8.151150465,37500,1,1,1
SK01,SK,2018,20.39936806,25570.57,5.284403658,650838,2.9,-1.3,7294.51,10.16764067,10773.16,7.082442603,39000,1,1,1
SK03,SK,2012,23.01240752,14381.42,3.286550203,1349729,16.2,0.3,2751.78,-14.33682711,5354.35,1.794370082,10700,1,1,0
SK03,SK,2013,23.01240752,14514.34,0.920003056,1348611,16.8,0.6,2331.32,-16.58133442,5653.18,5.430890404,10800,1,1,0
SK03,SK,2014,23.01240752,14910.93,2.695737484,1347233,16,-0.8,2992.46,24.96611608,5888.11,4.071684463,11100,1,1,0
SK03,SK,2015,23.01240752,15829.68,5.979215783,1345808,12.8,-3.2,3923.2,27.08118557,6286.24,6.542805441,11800,1,1,1
SK03,SK,2016,23.01240752,15910.97,0.512214953,1343458,10.8,-2,3225.13,-19.59343878,6602.84,4.913674178,11800,1,1,1
SK03,SK,2017,23.01240752,16537.12,3.859874266,1342287,9.4,-1.4,3404.95,5.425699569,7087.61,7.084832971,12300,1,1,1
SK03,SK,2018,23.01240752,17568.23,6.048460613,1340811,7.5,-1.9,3568.04,4.678617021,7765.12,9.129372123,13100,1,1,1
