NUTS2,Country,Year,Exposure,NUTS2_GDP,NUTS2_GDP_G,NUTS2_POP,NUTS2_UNE,NUTS2_UNE_G,NUTS2_GFCF,NUTS2_GFCF_G,NUTS2_COMP,NUTS2_COMP_G,NUTS2_GPC,treat_50,treat_75,app_dummy
DE50,DE,2017,2.048191045,32389.56,3.23131573,678753,4.3,-1.1,4536.99,-9.081191994,17647.91,4.272934962,47600,0,0,1
DE50,DE,2018,2.048191045,32933.14,1.664329697,681032,4.3,0,5344.17,16.37424505,18397.63,4.16044892,48300,0,0,1
DE60,DE,2012,7.874580358,97009.22,2.447678784,1718187,5.3,0,19909.15,0.658090231,46672.19,4.834110032,56200,1,0,0
DE60,DE,2013,7.874580358,101144.78,4.174693022,1734272,4.7,-0.6,21350.1,6.987699845,48702.5,4.258187939,58100,1,0,0
DE60,DE,2014,7.874580358,103431.26,2.235428171,1746342,5,0.3,22052.65,3.237635257,50457.26,3.539627783,58900,1,0,0
DE60,DE,2015,7.874580358,108166.3,4.476262017,1762791,4.3,-0.7,23377.16,5.832670125,52381.79,3.743237054,60900,1,0,1
DE60,DE,2016,7.874580358,110541.4,2.172025378,1787408,4.1,-0.2,21823.01,-6.879455959,54770.42,4.459125535,61400,1,0,1
DE60,DE,2017,7.874580358,116455.7,5.212083176,1810438,4.2,0.1,18671.24,-15.59805457,56861.49,3.746804339,64000,1,0,1
DE60,DE,2018,7.874580358,118892.83,2.071155592,1830584,4.1,-0.1,21621.4,14.66991929,59562.94,4.641525799,64800,1,0,1
DE71,DE,2012,3.23291515,170938.06,0.334475018,3763611,4.8,0.1,29215.04,-8.273715781,86091.18,3.139181862,45300,0,0,0
DE71,DE,2013,3.23291515,174958.73,2.324884888,3791381,4.3,-0.5,30902.57,5.61557068,87891.04,2.069089832,46000,0,0,0
DE71,DE,2014,3.23291515,182514.07,4.22771484,3822479,4.5,0.2,30868.26,-0.111088044,91537.63,4.065227909,47500,0,0,0
DE71,DE,2015,3.23291515,187006.04,2.431364986,3863818,4.1,-0.4,31215.05,1.117187878,95019.35,3.73304105,48000,0,0,1
DE71,DE,2016,3.23291515,194648.3,4.00534246,3922369,4,-0.1,34625.1,10.36785023,98686.85,3.787115048,49400,0,0,1
DE71,DE,2017,3.23291515,201091.91,3.256772683,3951234,3.5,-0.5,37295.28,7.42879245,103584.66,4.843754382,50700,0,0,1
DE71,DE,2018,3.23291515,205969.46,2.396583814,3978050,3.1,-0.4,37936.19,1.703876066,108408.74,4.55194637,51600,0,0,1
DE72,DE,2012,6.926929277,29788.44,0.217804642,1025525,5,-0.1,5532.05,-12.4857391,16722.36,2.780742632,29100,1,0,0
DE72,DE,2013,6.926929277,30246.45,1.525842343,1023277,4.5,-0.5,5785.59,4.481189126,17096.11,2.210420623,29600,1,0,0
DE72,DE,2014,6.926929277,31700.69,4.695962499,1023150,4.5,0,6133.86,5.845389848,17665.52,3.276376487,30900,1,0,0
DE72,DE,2015,6.926929277,32374.59,2.103540864,1029020,3.9,-0.6,5824.73,-5.171159538,18218.6,3.082833312,31300,1,0,1
DE72,DE,2016,6.926929277,33642.85,3.842669624,1040091,4,0.1,6243.5,6.942827613,18832.58,3.314529844,32300,1,0,1
DE72,DE,2017,6.926929277,35142.11,4.35995744,1043643,3.6,-0.4,6896.49,9.947166395,19430.66,3.126388222,33600,1,0,1
DE72,DE,2018,6.926929277,36236.89,3.067753423,1045807,3.6,0,7251.99,5.026332744,20315.81,4.454716976,34600,1,0,1
DE73,DE,2012,4.539440204,37224.63,1.048768135,1204635,4.5,0.1,7308.4,-1.930911679,21482.55,3.207647488,30900,0,0,0
DE73,DE,2013,4.539440204,38254.03,2.727827524,1201823,4.3,-0.2,6822.48,-6.880132944,22212.58,3.341781737,31900,0,0,0
DE73,DE,2014,4.539440204,39550.43,3.332765227,1199796,4.4,0.1,6983.57,2.333720522,22974.42,3.372262804,32900,0,0,0
DE73,DE,2015,4.539440204,40882.32,3.312112928,1201050,3.6,-0.8,7582.25,8.224974204,23725.88,3.218501239,33900,0,0,1
DE73,DE,2016,4.539440204,42863.59,4.732505187,1213712,3.7,0.1,8072.95,6.270897753,24295.55,2.372677052,35300,0,0,1
DE73,DE,2017,4.539440204,43823.49,2.214722737,1218211,2.5,-1.2,7659.43,-5.258139846,25231.32,3.779287395,36000,0,0,1
DE73,DE,2018,4.539440204,44559.53,1.665607299,1219405,2.9,0.4,8385.58,9.057599557,26248.68,3.952962211,36500,0,0,1
DE80,DE,2012,11.18383736,36420.65,0.718515144,1606899,10.8,0.7,8586.11,-1.911589747,19295.14,3.217982072,22700,1,1,0
DE80,DE,2013,11.18383736,37627.02,3.258648786,1600327,10.1,-0.7,7746.9,-10.28530179,19628.5,1.712934099,23500,1,1,0
DE80,DE,2014,11.18383736,39406.52,4.620887551,1596505,9.6,-0.5,8463.38,8.845585767,20347.47,3.597398812,24700,1,1,0
DE80,DE,2015,11.18383736,40070.43,1.670737096,1599138,7.8,-1.8,8791.44,3.802989979,21339.61,4.760839033,25000,1,1,1
DE80,DE,2016,11.18383736,41088.88,2.509886947,1612362,6.3,-1.5,9884.92,11.72318427,22158.02,3.763453754,25500,1,1,1
DE80,DE,2017,11.18383736,44167.45,7.225056717,1610674,5.2,-1.1,10096.38,2.116658024,23082.19,4.086181678,27400,1,1,1
DE80,DE,2018,11.18383736,44386.64,0.495043081,1611119,4.9,-0.3,11325.99,11.4923141,24190.38,4.689370898,27600,1,1,1
DE91,DE,2012,4.039907723,61477.76,0.926268606,1575968,5.6,-0.7,14061.87,0.007822879,28666.03,5.737424904,39000,0,0,0
DE91,DE,2013,4.039907723,62307.85,1.341193767,1574527,6.2,0.6,14707.95,4.492128496,29903.35,4.225771622,39600,0,0,0
DE91,DE,2014,4.039907723,65656.08,5.234278773,1574936,5.5,-0.7,15768.6,6.963245695,31237.55,4.365038255,41600,0,0,0
DE91,DE,2015,4.039907723,63148.81,-3.89362042,1579754,4.9,-0.6,15478.38,-1.857640935,32649.52,4.420925744,39700,0,0,1
DE91,DE,2016,4.039907723,74103.35,15.99667359,1598164,4.6,-0.3,17308.22,11.17373216,33453.91,2.433851639,46400,0,0,1
DE91,DE,2017,4.039907723,74247.2,0.193932608,1595609,4.4,-0.2,17478.56,0.97934538,34535.25,3.181187092,46500,0,0,1
DE91,DE,2018,4.039907723,78085.58,5.040533818,1595734,4,-0.4,17855.3,2.132539595,36295.29,4.970743924,48900,0,0,1
DE92,DE,2012,6.233959839,70175.31,1.71986335,2093431,5.4,-1.3,15166.89,7.185332164,35381.61,2.918356186,33500,1,0,0
DE92,DE,2013,6.233959839,70113.88,-0.087576247,2094931,5.4,0,14730.71,-2.918033219,36434.9,2.933491287,33400,1,0,0
DE92,DE,2014,6.233959839,72946.28,3.960250254,2099079,5.2,-0.2,15391.49,4.388032902,38075.01,4.403105492,34700,1,0,0
DE92,DE,2015,6.233959839,74293.55,1.830085789,2108413,4.7,-0.5,16189.89,5.057221407,39421.19,3.474532757,35000,1,0,1
DE92,DE,2016,6.233959839,78183.78,5.103807143,2132290,4.7,0,16994.6,4.850867319,40969.9,3.853416175,36600,1,0,1
DE92,DE,2017,6.233959839,80294.88,2.664364887,2139976,4.5,-0.2,18683.09,9.472319014,42361.72,3.340747351,37500,1,0,1
DE92,DE,2018,6.233959839,82781.14,3.049439964,2144120,4.1,-0.4,19378.62,3.655155982,44451.09,4.814435934,38600,1,0,1
DE93,DE,2012,3.178251192,39512.83,3.646495438,1667127,4.4,-0.9,10322.55,7.732171474,19296.27,3.256063381,23700,0,0,0
DE93,DE,2013,3.178251192,40637.28,2.80604426,1667332,4.4,0,10256.93,-0.637724786,19874.15,2.950807935,24400,0,0,0
DE93,DE,2014,3.178251192,42617.31,4.757463687,1670199,4,-0.4,10824.94,5.389915645,20787.93,4.495263748,25500,0,0,0
DE93,DE,2015,3.178251192,43722.74,2.560782412,1677715,3.5,-0.5,11018.61,1.773293032,21429.55,3.039828085,25900,0,0,1
DE93,DE,2016,3.178251192,44621.38,2.034478347,1699969,3.3,-0.2,12000.49,8.536182082,22318.21,4.06321265,26200,0,0,1
DE93,DE,2017,3.178251192,46323.3,3.743195789,1703945,3.4,0.1,12306.31,2.516465668,23246.88,4.076799232,27200,0,0,1
DE93,DE,2018,3.178251192,47916.02,3.380482102,1706464,2.5,-0.9,12989.81,5.405306497,24329.02,4.549894701,28000,0,0,1
DE94,DE,2012,6.206607649,73651.09,2.632713126,2437727,4.3,0.1,20065.94,1.127435457,36044.1,3.82804854,30200,1,0,0
DE94,DE,2013,6.206607649,74824.08,1.580081578,2442205,4,-0.3,20674.05,2.985544027,37073.03,2.814656232,30600,1,0,0
DE94,DE,2014,6.206607649,77838.15,3.949191259,2446345,4.1,0.1,21135.95,2.209609151,38647.5,4.159233881,31700,1,0,0
DE94,DE,2015,6.206607649,80233.53,3.030983641,2460857,4,-0.1,22318.11,5.442307436,40326.26,4.252077976,32400,1,0,1
DE94,DE,2016,6.206607649,83702.98,4.23330729,2496176,3.6,-0.4,22915.91,2.643297264,42170.51,4.471829194,33500,1,0,1
DE94,DE,2017,6.206607649,87256.39,4.157621602,2506155,3,-0.6,24556.23,6.913416072,43780.21,3.74607272,34700,1,0,1
DE94,DE,2018,6.206607649,88941.76,1.913097729,2516457,2.7,-0.3,24150.35,-1.666671712,46192.32,5.363166171,35300,1,0,1
DEA1,DE,2012,9.365649781,182687.74,-0.059789092,5077103,6.5,-0.3,27587.77,-0.88375927,95316.07,3.618732086,36000,1,0,0
DEA1,DE,2013,9.365649781,185682.15,1.625798437,5081061,6.4,-0.1,26706.95,-3.244872742,96694.05,1.435344822,36500,1,0,0
DEA1,DE,2014,9.365649781,192576.12,3.645516318,5088748,6.4,0,28820.54,7.616449622,100586.68,3.946797327,37800,1,0,0
DEA1,DE,2015,9.365649781,197320.04,2.433547494,5108290,5.9,-0.5,28707.17,-0.394141004,104148.01,3.479321713,38400,1,0,1
DEA1,DE,2016,9.365649781,201660.25,2.175737159,5173623,4.9,-1,29717.57,3.459153604,107248.15,2.933224777,38900,1,0,1
DEA1,DE,2017,9.365649781,210174.09,4.135183661,5190790,4.3,-0.6,32861.13,10.05520469,111160.58,3.583051432,40500,1,0,1
DEA1,DE,2018,9.365649781,217793.58,3.561154619,5198820,4.3,0,33721.77,2.585312253,116367.99,4.578167491,41900,1,0,1
DEA2,DE,2012,5.073966022,154238.55,1.575660747,4299064,5.4,-0.6,24689.78,-8.148474351,79398.83,4.219085101,35800,0,0,0
DEA2,DE,2013,5.073966022,159228.19,3.183790071,4315912,5.8,0.4,25709.66,4.047740394,80903.57,1.877431902,36800,0,0,0
DEA2,DE,2014,5.073966022,165778.28,4.031290231,4333015,5.3,-0.5,27343.67,6.161826108,84551.92,4.41078319,38100,0,0,0
DEA2,DE,2015,5.073966022,174214.81,4.963784511,4361724,4.8,-0.5,27899.66,2.012944453,87623.74,3.568618225,39700,0,0,1
DEA2,DE,2016,5.073966022,178093.87,2.202169281,4422371,3.9,-0.9,29834.02,6.703485073,91084.62,3.873699875,40200,0,0,1
DEA2,DE,2017,5.073966022,185599.9,4.128251072,4439416,3.7,-0.2,31215.96,4.528014938,95102.13,4.316240223,41700,0,0,1
DEA2,DE,2018,5.073966022,193185.68,4.005851739,4454228,3.7,0,32592.37,4.314870941,100101.39,5.123220556,43300,0,0,1
DEA3,DE,2012,3.939051441,74530.69,1.29229542,2572221,4.9,-0.4,13689.71,2.664007481,38572.24,3.994524774,29000,0,0,0
DEA3,DE,2013,3.939051441,74726.53,0.262419617,2572390,5.1,0.2,13716.67,0.196742574,39319.61,1.919052985,29000,0,0,0
DEA3,DE,2014,3.939051441,76806.43,2.745317757,2574148,4.9,-0.2,13923.14,1.494032271,40687.93,3.420811166,29800,0,0,0
DEA3,DE,2015,3.939051441,79304.26,3.200348664,2580664,4.4,-0.5,14078.19,1.107458715,42110.15,3.4357316,30500,0,0,1
DEA3,DE,2016,3.939051441,82180.27,3.562340167,2614229,4.3,-0.1,14605.84,3.679465741,43660.41,3.615293756,31400,0,0,1
DEA3,DE,2017,3.939051441,85748.19,4.249972903,2619376,3.9,-0.4,15977.74,8.977505482,45308.95,3.706284289,32700,0,0,1
DEA3,DE,2018,3.939051441,87924.47,2.506317253,2621153,3.6,-0.3,17159.1,7.133214158,47530.29,4.78626073,33500,0,0,1
DEA4,DE,2012,3.167264841,64849.37,2.180649123,2027126,4.7,-0.8,11028.68,-4.166786668,33841.71,4.201426959,32000,0,0,0
DEA4,DE,2013,3.167264841,66773.78,2.924329253,2025415,5,0.3,11009.25,-0.176332396,34544.58,2.055659844,33000,0,0,0
DEA4,DE,2014,3.167264841,69971.72,4.67806719,2024392,5,0,12486.85,12.5940262,36132.36,4.493819889,34500,0,0,0
DEA4,DE,2015,3.167264841,71378.8,1.990974607,2029648,4.7,-0.3,12045.42,-3.599158587,37344.44,3.299517568,34900,0,0,1
DEA4,DE,2016,3.167264841,73861.86,3.41956854,2057996,4.1,-0.6,12956.19,7.288916152,38679.12,3.511588117,35900,0,0,1
DEA4,DE,2017,3.167264841,75986.91,2.836449672,2054205,3.9,-0.2,13558.64,4.545031628,40261.01,4.008358728,37000,0,0,1
DEA4,DE,2018,3.167264841,78601.1,3.382460564,2054343,3.3,-0.6,14434.9,6.262490299,42196.74,4.695946004,38300,0,0,1
DEA5,DE,2012,3.610837154,106403.71,0.877520919,3569424,6.6,-0.5,15748.97,-4.668116759,58356.12,3.522568248,29900,0,0,0
DEA5,DE,2013,3.610837154,107945.66,1.438750763,3559551,6.6,0,16664.5,5.6505742,59467.7,1.886907046,30400,0,0,0
DEA5,DE,2014,3.610837154,112337.85,3.988289624,3551553,5.7,-0.9,16544.86,-0.720522874,61821.56,3.881886293,31600,0,0,0
DEA5,DE,2015,3.610837154,115052.53,2.387795809,3557772,5.7,0,17104.15,3.324564456,63470.21,2.631849103,32200,0,0,1
DEA5,DE,2016,3.610837154,117578.4,2.171653845,3597297,5,-0.7,17885.69,4.467982766,65317.45,2.86885668,32700,0,0,1
DEA5,DE,2017,3.610837154,121706.21,3.450468068,3586313,4.7,-0.3,18703.49,4.470918568,67491.67,3.274495409,33900,0,0,1
DEA5,DE,2018,3.610837154,125958.45,3.434206486,3583590,4,-0.7,19650.01,4.936770976,70735.52,4.694366841,35200,0,0,1
DEB1,DE,2012,1.538974345,41267.31,1.981244141,1480166,4,-0.4,8194.39,5.370999457,21033.42,2.728020202,27900,0,0,0
DEB1,DE,2013,1.538974345,42237.16,2.322974117,1476237,3.8,-0.2,7964.07,-2.850959808,21808.52,3.618811782,28600,0,0,0
DEB1,DE,2014,1.538974345,44215.3,4.577048074,1474378,4.1,0.3,8662.99,8.411975286,22501.08,3.126258893,30000,0,0,0
DEB1,DE,2015,1.538974345,45616.4,3.119641795,1477202,3.4,-0.7,8722.55,0.685169779,23357.78,3.736681114,30800,0,0,1
DEB1,DE,2016,1.538974345,46651.52,2.243820884,1488308,3.4,0,8888.6,1.885793045,24346.56,4.146044725,31300,0,0,1
DEB1,DE,2017,1.538974345,48834.39,4.572926795,1492187,3.1,-0.3,9955.18,11.33234619,25371.47,4.123474794,32700,0,0,1
DEB1,DE,2018,1.538974345,50161.69,2.681681016,1493055,2.8,-0.3,10817.04,8.302964981,26229.08,3.324340454,33600,0,0,1
DEB2,DE,2012,0.912329381,13572.83,1.697392856,518370,2.7,-1.4,3772.11,3.837708524,7019.26,2.561717574,26200,0,0,0
DEB2,DE,2013,0.912329381,14059.36,3.521836577,518289,3.1,0.4,3414.38,-9.963860203,7226.86,2.914684094,27100,0,0,0
DEB2,DE,2014,0.912329381,14459.04,2.803145834,519136,3,-0.1,3645.56,6.551406421,7471.58,3.330184918,27800,0,0,0
DEB2,DE,2015,0.912329381,14997.98,3.659570088,521863,2.9,-0.1,3531.86,-3.168534442,7770.75,3.926019532,28400,0,0,1
DEB2,DE,2016,0.912329381,15533.25,3.506736228,532715,2.7,-0.2,3449.13,-2.370261903,8072.6,3.810892649,29300,0,0,1
DEB2,DE,2017,0.912329381,15793.65,1.662507287,528728,2,-0.7,3808.17,9.902673346,8344.31,3.310425814,29800,0,0,1
DEB2,DE,2018,0.912329381,16188.02,2.466350198,529597,2.6,0.6,4697.96,20.99796131,8593.55,2.943205242,30500,0,0,1
DEB3,DE,2012,2.085120673,65649.93,3.297337375,1991497,4.3,-0.9,12730.18,-5.080590837,32496.71,3.95573331,32900,0,0,0
DEB3,DE,2013,2.085120673,66719.63,1.616267798,1995752,4.4,0.1,14666.4,14.1583611,33831.97,4.026735999,33400,0,0,0
DEB3,DE,2014,2.085120673,68853.36,3.147981326,2000852,4,-0.4,14941.75,1.860014479,34976.85,3.328020064,34300,0,0,0
DEB3,DE,2015,2.085120673,72309.51,4.897663006,2012517,4.1,0.1,15519.79,3.795667568,36108.76,3.18490811,35800,0,0,1
DEB3,DE,2016,2.085120673,74116.5,2.468252379,2031780,4.1,0,15654.84,0.866415061,36894.14,2.151723567,36400,0,0,1
DEB3,DE,2017,2.085120673,75556.73,1.924558525,2045138,3.8,-0.3,15697.26,0.270604048,37914.06,2.72692887,36900,0,0,1
DEB3,DE,2018,2.085120673,77147.09,2.083009454,2051027,3.5,-0.3,17334.9,9.923563561,39560.31,4.250432337,37600,0,0,1
DEC0,DE,2012,3.120935015,32017.61,0.713743466,997855,6.3,0.4,5408.47,-1.957249696,17057.58,1.577428257,32100,0,0,0
DEC0,DE,2013,3.120935015,31715.72,-0.947360691,994287,6,-0.3,5562.99,2.816949025,17416.69,2.083426217,32000,0,0,0
DEC0,DE,2014,3.120935015,33254.37,4.737373002,990718,5.8,-0.2,5863.53,5.26160778,17775.88,2.041354031,33600,0,0,0
DEC0,DE,2015,3.120935015,34038.66,2.331075044,989035,5.6,-0.2,6150.84,4.783684655,18156.17,2.116796565,34300,0,0,1
DEC0,DE,2016,3.120935015,34264.01,0.659859469,995597,4.9,-0.7,5946.86,-3.372530869,18622.05,2.533591461,34400,0,0,1
DEC0,DE,2017,3.120935015,35370.14,3.17724292,996651,4.5,-0.4,5849.47,-1.651229032,19178.58,2.94476688,35500,0,0,1
DEC0,DE,2018,3.120935015,35851.99,1.35311132,994187,3.6,-0.9,6301.42,7.442394598,19899.47,3.689906695,36100,0,0,1
DED2,DE,2012,1.99383657,39808.12,1.619729333,1591710,7.5,-1.1,10330.03,-5.237184784,21420.42,3.821074829,25000,0,0,0
DED2,DE,2013,1.99383657,41235.17,3.522062141,1591320,7.3,-0.2,8937.36,-14.48149437,22084.7,3.054038841,25900,0,0,0
DED2,DE,2014,1.99383657,43143.66,4.524394443,1590927,7.4,0.1,9364.34,4.666861468,22983.96,3.991152026,27100,0,0,0
DED2,DE,2015,1.99383657,45499.73,5.317091446,1592765,6.2,-1.2,9325.99,-0.410373212,24084.37,4.676650105,28500,0,0,1
DED2,DE,2016,1.99383657,46681.56,2.564283401,1602754,4.9,-1.3,10525.47,12.0992908,25003.52,3.745353258,29100,0,0,1
DED2,DE,2017,1.99383657,48410.34,3.636420139,1600155,4.3,-0.6,10269.36,-2.463332958,26126.32,4.392662037,30300,0,0,1
DED2,DE,2018,1.99383657,50068.78,3.368423289,1598573,4.1,-0.2,10968.93,6.590202622,27471.32,5.019931605,31300,0,0,1
DED4,DE,2012,3.13534421,34866.16,0.906287247,1491442,7.9,-0.9,7254.25,-1.458791119,18160.92,2.876403728,23500,0,0,0
DED4,DE,2013,3.13534421,35201.01,0.955804407,1480210,7.4,-0.5,6840.89,-5.866966388,18540.85,2.070437322,23900,0,0,0
DED4,DE,2014,3.13534421,36883.19,4.668111632,1468954,6.4,-1,7655.21,11.24686217,19152.67,3.246572559,25200,0,0,0
DED4,DE,2015,3.13534421,37870.38,2.64133845,1463341,5.4,-1,7114.04,-7.331616556,19995.94,4.308712145,25900,0,0,1
DED4,DE,2016,3.13534421,39060.19,3.093451356,1465612,4.4,-1,7931.31,10.87479212,20750.72,3.705169192,26800,0,0,1
DED4,DE,2017,3.13534421,40388.32,3.343684451,1454144,4.1,-0.3,7443.97,-6.341390878,21487.91,3.490950652,27900,0,0,1
DED4,DE,2018,3.13534421,41173.56,1.925566852,1444953,3.4,-0.7,7835.72,5.128845825,22241.94,3.448924441,28600,0,0,1
DED5,DE,2012,8.010696729,26655.58,3.716571087,971030,9.5,-1.6,5768.81,8.194597865,13903.88,4.210804391,27300,1,0,0
DED5,DE,2013,8.010696729,27702.55,3.852595716,978674,9.2,-0.3,6324.45,9.195725423,14582.44,4.765012724,28200,1,0,0
DED5,DE,2014,8.010696729,29300.69,5.608659852,986504,8.3,-0.9,5861.62,-7.599705842,15193.62,4.105753778,29500,1,0,0
DED5,DE,2015,8.010696729,30217.79,3.081975856,999168,7.7,-0.6,5536.74,-5.702013599,16054.57,5.511794135,30000,1,0,1
DED5,DE,2016,8.010696729,31495.08,4.140051936,1016485,6,-1.7,6393.84,14.3929147,16938.24,5.358024347,30800,1,0,1
DED5,DE,2017,8.010696729,33066.9,4.870143889,1027484,5.1,-0.9,6594.7,3.093126926,17779.47,4.847063315,32000,1,0,1
DED5,DE,2018,8.010696729,34026.05,2.859362567,1037782,4.8,-0.3,6896.41,4.473469022,18712.82,5.11644296,32700,1,0,1
DEE0,DE,2012,10.62276143,54120.08,4.029488769,2276736,9.5,-0.9,10670.81,8.135813997,27391.35,3.098134994,23900,1,0,0
DEE0,DE,2013,10.62276143,55049.22,1.702241263,2259393,9.1,-0.4,10317.33,-3.368697056,27786.96,1.433957578,24400,1,0,0
DEE0,DE,2014,10.62276143,56317.91,2.278490766,2244577,8.8,-0.3,10312.19,-0.049831505,28682.98,3.173706959,25100,1,0,0
DEE0,DE,2015,10.62276143,57395.94,1.896096733,2235548,8,-0.8,10828.84,4.888625479,29708.73,3.513702652,25600,1,0,1
DEE0,DE,2016,10.62276143,58990.85,2.740877802,2245470,7.4,-0.6,11209.95,3.458883137,30683.87,3.229616734,26300,1,0,1
DEE0,DE,2017,10.62276143,60945.58,3.259898771,2236252,6.9,-0.5,11460.14,2.207315085,31824.16,3.64886404,27300,1,0,1
DEE0,DE,2018,10.62276143,62218.57,2.06721734,2223081,5.3,-1.6,11643.14,1.584223776,32925.45,3.402016521,28100,1,0,1
DEF0,DE,2012,3.529535792,78768.27,3.669667547,2802266,5,-0.8,16955.4,-1.683729507,38357.72,2.917152627,28100,0,0,0
DEF0,DE,2013,3.529535792,80006.91,1.560275515,2806531,4.9,-0.1,15109.03,-11.52937888,39345.8,2.54334234,28500,0,0,0
DEF0,DE,2014,3.529535792,82868.07,3.513681916,2815955,4.6,-0.3,17802.64,16.40541826,40461.56,2.796315286,29400,0,0,0
DEF0,DE,2015,3.529535792,84799.05,2.30345148,2830864,4.2,-0.4,17437.54,-2.072140742,41926.87,3.557452258,29800,0,0,1
DEF0,DE,2016,3.529535792,87511.53,3.148621621,2858714,4,-0.2,20294,15.16999224,43632.38,3.98726251,30500,0,0,1
DEF0,DE,2017,3.529535792,92624.78,5.678615233,2881926,3.6,-0.4,19882.48,-2.048633392,45586.77,4.381800758,32100,0,0,1
DEF0,DE,2018,3.529535792,95170.12,2.710931854,2889821,3.1,-0.5,20270.06,1.930597856,48009.29,5.1776991,32900,0,0,1
DEG0,DE,2012,6.671983902,51362.82,1.446074273,2181603,7.3,-0.3,11173.96,0.217796401,27639.41,3.526246691,23600,1,0,0
DEG0,DE,2013,6.671983902,53400.89,3.891284808,2170460,6,-1.3,10687.96,-4.446819702,28373.65,2.621824478,24700,1,0,0
DEG0,DE,2014,6.671983902,56196.53,5.102759873,2160840,6,0,11257.66,5.193091157,29414.2,3.601665336,26000,1,0,0
DEG0,DE,2015,6.671983902,57475.51,2.250393281,2156759,5.8,-0.2,10994.64,-2.364090452,30587.47,3.911289704,26600,1,0,1
DEG0,DE,2016,6.671983902,59008.12,2.631611752,2170714,5.1,-0.7,12338.18,11.52906384,31584.75,3.208396119,27300,1,0,1
DEG0,DE,2017,6.671983902,61246.99,3.723964381,2158128,4.4,-0.7,11654.12,-5.703875419,32979.98,4.322630153,28400,1,0,1
DEG0,DE,2018,6.671983902,62278.01,1.669368862,2151205,4.1,-0.3,12519.01,7.15885235,34137.06,3.448288696,29000,1,0,1
EE00,EE,2012,2.520530078,17916.68,7.168600767,1325217,10,-2.3,5143.9,15.33927875,7997,7.063769692,13500,0,0,0
EE00,EE,2013,2.520530078,18910.78,5.400000731,1320174,8.6,-1.4,5276.2,2.539459502,8530.8,6.461667239,14300,0,0,0
EE00,EE,2014,2.520530078,20048.23,5.840874072,1315819,7.4,-1.2,5161.2,-2.203703105,9168.9,7.213417895,15200,0,0,0
EE00,EE,2015,2.520530078,20631.36,2.867137777,1314870,6.4,-1,5053.5,-2.108803806,9761.1,6.25877763,15700,0,0,1
EE00,EE,2016,2.520530078,21747.91,5.270541264,1315944,6.9,0.5,5313.1,5.009439652,10379.7,6.144687659,16500,0,0,1
EE00,EE,2017,2.520530078,23833.61,9.157910839,1315635,5.8,-1.1,6177.3,15.07058138,11317.7,8.651589633,18100,0,0,1
EE00,EE,2018,2.520530078,25817.68,7.99627592,1319133,5.4,-0.4,6375.7,3.161260614,12373.3,8.917305336,19600,0,0,1
EL30,EL,2012,3.725247618,90148.11,-9.011005641,3963887,25.8,7.8,7634.08,-21.71250151,32463.02,-8.404252429,22900,0,0,0
EL30,EL,2013,3.725247618,86155.82,-4.529646709,3912849,28.7,2.9,6648.28,-13.82642591,29607.25,-9.208233157,22200,0,0,0
EL30,EL,2014,3.725247618,84639.88,-1.775196694,3863763,27.4,-1.3,6068.84,-9.119069158,29366.7,-0.815788442,22000,0,0,0
EL30,EL,2015,3.725247618,83616.78,-1.216133269,3822843,25.2,-2.2,5876.54,-3.219932968,28942.38,-1.455442241,22000,0,0,1
EL30,EL,2016,3.725247618,83007.41,-0.731433673,3781274,23,-2.2,6398.39,8.507824288,29388.4,1.529308173,22000,0,0,1
EL30,EL,2017,3.725247618,84535.17,1.823777987,3773559,21.6,-1.4,6846.01,6.76196046,30007.9,2.086064167,22500,0,0,1
EL30,EL,2018,3.725247618,85687.83,1.354314773,3756453,19.9,-1.7,7240.72,5.605464815,31057.64,3.438415253,22900,0,0,1
ES11,ES,2012,21.11785932,53972,-3.273017243,2771916,20.6,3.3,10353.7,-10.32188922,23826.1,-6.972653133,19500,1,1,0
ES11,ES,2013,21.11785932,53925.53,-0.086137288,2761989,22.1,1.5,9665.2,-6.881213808,23236.7,-2.504869312,19600,1,1,0
ES11,ES,2014,21.11785932,54190.14,0.489495238,2747226,21.7,-0.4,8876.2,-8.515826818,23322.9,0.370278518,19800,1,1,0
ES11,ES,2015,21.11785932,56666.4,4.468246941,2734656,19.3,-2.4,8976.2,1.120309268,24269.8,3.979706855,20800,1,1,1
ES11,ES,2016,21.11785932,58280.3,2.808268639,2720102,17.2,-2.1,9387.9,4.484499586,24743.2,1.931792471,21500,1,1,1
ES11,ES,2017,21.11785932,60394.62,3.563589925,2710216,15.7,-1.5,10936.2,15.26567614,25571.3,3.291992505,22300,1,1,1
ES11,ES,2018,21.11785932,62427.31,3.310281176,2703149,13.3,-2.4,11399.7,4.150865179,26560,3.793569577,23100,1,1,1
ES13,ES,2012,0.026614023,12167.62,-3.675331256,592383,17.8,2.5,1940.1,-49.81900766,5426.1,-7.436595107,20600,0,0,0
ES13,ES,2013,0.026614023,11864.05,-2.526550576,590036,20.5,2.7,1806.6,-7.12928924,5272.7,-2.867807853,20200,0,0,0
ES13,ES,2014,0.026614023,12057.14,1.614419632,587682,19.4,-1.1,1685.6,-6.932504223,5326.5,1.015179675,20600,0,0,0
ES13,ES,2015,0.026614023,12325.77,2.203517704,585359,17.7,-1.7,1985.2,16.35980812,5474.3,2.737005158,21100,0,0,1
